#tiré du fichier Gnumeric TALDICE
#ztop (m)	d18O (pm)	deut	Bintanja Isotot
712	-39.17	-303.222913796267	1.28395386499313
713	-39.03	-302.1540850496	1.27982453968465
714	-38.15	-294.5477792256	1.27588252772714
715	-38.46	-296.7007830112	1.27185814589248
716	-38.85	-299.6950873984	1.26775291943785
717	-39.30	-302.2224983808	1.26345760598035
718	-38.8229773692	-298.3838189536	1.25936502526007
719	-38.34	-294.5451395264	1.25577616073316
720	-38.61	-296.644499625956	1.25278320629908
721	-38.62	-296.743365018667	1.24998678914131
722	-38.07	-294.133717292267	1.24777977083143
723	-39.02	-301.768209020267	1.24639090131451
724	-38.14	-293.707798584889	1.24516989314223
725	-38.21	-293.007691081956	1.24433087246095
726	-39.37	-302.294961723022	1.24375207684883
727	-38.17	-293.475254143289	1.24312414681991
728	-39.09	-300.816979600356	1.2431
729	-38.58	-296.754709196089	1.2435741596275
730	-39.01	-300.175397855289	1.24388685678601
731	-38.77	-298.288005703822	1.24424999298127
732	-38.05	-291.806768882489	1.2449914065271
733	-38.95	-298.985576782222	1.24575800606966
734	-38.22	-293.589358427022	1.24679096789199
735	-38.72	-298.050274281956	1.24824425979788
736	-39.35	-303.119274855822	1.25010838011952
737	-38.47	-294.581976930133	1.25237167029681
738	-38.44	-294.296297447111	1.25495867715909
739	-38.79	-297.118400937244	1.25748838441305
740	-38.16	-292.061647556978	1.26022309296443
741	-39.06	-299.261337342578	1.26291151197733
742	-38.38	-289.107126823111	1.26536561155927
743	-38.76	-292.018305212444	1.26842078611201
744	-39.06	-297.410952764444	1.27074952657339
745	-38.46	-295.589337340444	1.27324731279492
746	-38.33	-294.575400615111	1.27553894774799
747	-38.53	-298.266905626311	1.27745239471601
748	-37.93	-293.721026746311	1.27946529272558
749	-38.46	-297.962827215644	1.28127040095398
750	-38.57	-298.854308903111	1.28279879800378
751	-38.75	-300.329176135111	1.28442825459296
752	-38.23	-293.298298727111	1.28611080209756
753	-38.30	-293.534699388444	1.28764988435756
754	-38.10	-292.622475166933	1.28941052050476
755	-37.89	-291.227765717333	1.29104916458339
756	-37.52	-287.778194	1.29267072455631
757	-37.71	-287.810023466667	1.2942605231611
758	-37.67	-287.4508007264	1.29597526414122
759	-38.02	-290.246032792	1.29772360069182
760	-37.94	-289.6343395376	1.29898613600158
761	-37.47	-286.3207052784	1.30040965426312
762	-37.67	-289.1707088624	1.30156129643542
763	-36.46	-279.485833504	1.30265722385325
764	-37.76	-290.4287094272	1.30350047132932
765	-37.51	-288.7129409472	1.30414366219305
766	-37.53	-288.4177911104	1.3047
767	-37.77	-288.532050619733	1.3047
768	-37.58	-287.0579930432	1.3046737605831
769	-37.89	-289.5357156	1.30453772969396
770	-39.03	-298.6716459648	1.30434959663818
771	-38.82	-296.9711903552	1.30393181165022
772	-37.97	-291.770028637333	1.30350785329645
773	-37.91	-291.248526255644	1.30285528699308
774	-38.82	-298.606001346844	1.30215512089011
775	-37.91	-291.552326919111	1.30115318383034
776	-38.75	-298.418525110044	1.30019642881931
777	-38.26	-295.261252218311	1.29930447868822
778	-38.92	-300.583929212444	1.29822302019644
779	-38.21	-294.891061866667	1.29715109117453
780	-38.05	-293.602368533333	1.29611937902687
781	-37.98	-292.984844417067	1.29503744396115
782	-38.13	-293.974136275911	1.29383648283212
783	-38.63	-297.958919200711	1.29269921964407
784	-38.67	-299.014342274844	1.29175255759273
785	-39.34	-305.018946637333	1.29080628175513
786	-38.72	-300.099263365333	1.28961745382882
787	-39.01	-299.599874993778	1.28875306838366
788	-38.59	-296.092165449244	1.28777998948267
789	-38.6877520775556	-296.902016620444	1.28676603255959
790	-38.79	-297.711867791644	1.2857967212841
791	-38.7668139853528	-297.534511882822	1.2849424621559
792	-38.74	-296.965155974	1.28410792645052
793	-39.00	-298.973901066133	1.28321767639446
794	-38.83	-298.5099978572	1.2823147976798
795	-38.20	-294.3184966096	1.28141303712482
796	-38.81	-299.156231696533	1.2804950005255
797	-39.05	-298.4056823832	1.27936142856808
798	-39.36	-300.864013509867	1.27822322589293
799	-38.98	-297.8066550736	1.27701837848697
800	-39.21	-299.670134802667	1.27566307444059
801	-39.59	-302.7128759248	1.27414417267111
802	-39.47	-297.6853565072	1.2725774563479
803	-39.46	-297.3576737756	1.27109470594011
804	-39.86	-303.256468163733	1.26932386551663
805	-39.71	-305.2894546576	1.26748706973329
806	-39.89	-306.735301957867	1.26549320440219
807	-39.02	-301.259702864356	1.26347116203196
808	-39.22	-302.938792969067	1.26113675580512
809	-39.84	-307.929521230933	1.25908719206203
810	-39.61	-306.084678345956	1.25686779656428
811	-40.59	-313.901732140089	1.25461098275537
812	-40.05	-308.519400421689	1.25218930877169
813	-40.81	-314.595435566222	1.24980035148317
814	-39.85	-307.195708654222	1.24722105049267
815	-40.58	-313.369678561422	1.24454881868413
816	-40.68	-314.113148720356	1.2416972522981
817	-40.54	-312.741441285689	1.23905578465454
818	-40.00	-308.421071222756	1.23608657348529
819	-41.51	-320.499391126756	1.23343287378098
820	-40.28	-310.604028982756	1.23079910370245
821	-40.35	-311.228116547556	1.22806526661652
822	-41.16	-318.449542663822	1.22501078225856
823	-40.84	-315.9470291888	1.22202806773658
824	-41.09	-317.954048554	1.21930493899185
825	-40.95	-316.147273826667	1.21642072510589
826	-40.97	-316.2995438128	1.21349379841743
827	-41.28	-316.4456548464	1.21043895212781
828	-41.57	-318.6797947184	1.20706639775495
829	-41.32	-316.626454502933	1.20401082705114
830	-41.32	-316.654567375467	1.20105072963636
831	-41.18	-315.52749084	1.19795038328563
832	-40.90	-313.6042679728	1.1948737208585
833	-41.73	-320.2142697044	1.19185972707338
834	-41.63	-320.8020802644	1.18897030305569
835	-40.16	-310.6620265716	1.18586537311843
836	-41.63	-322.450007859733	1.18324392466872
837	-41.52	-319.597396845333	1.18044865716104
838	-41.58	-320.065703576	1.17785162591197
839	-41.42	-318.7959919408	1.17545229953011
840	-40.91	-314.697441691022	1.17282586475777
841	-41.59	-320.092220155022	1.17073043760693
842	-41.17	-316.329401938489	1.16868095660683
843	-41.19	-316.409741245156	1.16685848497354
844	-41.07	-316.907787867022	1.1650774507099
845	-41.38	-321.230204447289	1.1633084522878
846	-41.37	-321.161010290489	1.16200587678213
847	-41.00	-317.474836792889	1.16088839120891
848	-41.20	-318.962063625956	1.1598661059158
849	-41.60	-321.784813068089	1.15893862818442
850	-41.76	-322.502235888356	1.158052030184
851	-40.93	-315.833231785067	1.15741596148627
852	-41.88	-322.798870337422	1.15683531931568
853	-40.90	-314.906077637689	1.15643721015253
854	-41.42	-320.055864705422	1.15618568323863
855	-41.28	-320.272148031289	1.15615595754339
856	-41.15	-319.185082132622	1.15623475166809
857	-41.18	-319.405200854756	1.15639521163967
858	-40.90	-317.1915435808	1.15685772860089
859	-41.50	-322.5362407896	1.15755879436645
860	-41.82	-325.886860811733	1.15867255682945
861	-41.44	-322.8488239392	1.1601990049451
862	-41.49	-319.749970384	1.16168170013075
863	-41.50	-319.8034118048	1.16364429575697
864	-41.64	-321.2803443872	1.16620963723511
865	-41.27	-318.6953643232	1.16847808228965
866	-41.54	-320.799506494933	1.17112581042697
867	-41.84	-324.384806541867	1.17387703499499
868	-41.70	-323.325686347733	1.17689531623191
869	-41.54	-322.034365985067	1.17981689930855
870	-41.80	-324.072709236267	1.18238808995817
871	-41.4144967970167	-321.015974376133	1.18470953513206
872	-41.03	-315.059239516	1.18673557886685
873	-41.95	-322.3864847466	1.18844446175674
874	-41.13	-316.4590124334	1.1897735631613
875	-41.19	-317.598491446	1.19065094421273
876	-40.83	-314.701434884267	1.19107805991705
877	-41.24	-318.220386294933	1.19124766350018
878	-41.11	-317.195891274667	1.19122997552386
879	-41.30	-318.691618112	1.19091473941529
880	-41.34	-319.008627829333	1.19041369137352
881	-41.19	-317.8266655616	1.18980957127789
882	-41.28	-320.02154075	1.18916624713568
883	-41.55	-322.175869966933	1.18842983523341
884	-41.25	-319.404801383467	1.1875133013878
885	-41.3007137309167	-319.505709847333	1.18648777893762
886	-41.35	-319.9356183112	1.18539285072387
887	-41.17	-318.0582197184	1.1841634845547
888	-41.25	-318.7319269408	1.18295857115867
889	-40.53	-312.9626562208	1.1815483642526
890	-41.41	-319.9841691232	1.17986508533753
891	-41.40	-319.916502128	1.17807776656842
892	-40.94	-314.6105189856	1.17640009338259
893	-41.81	-321.6008796544	1.1741662348558
894	-41.92	-323.7166151336	1.17190732162718
895	-41.37	-320.4755437352	1.16988531595039
896	-41.07	-318.0995721736	1.16737092307961
897	-41.22	-316.7383954408	1.16475054976558
898	-41.65	-320.2072411688	1.16249181499794
899	-41.30	-317.3735921192	1.15994069997108
900	-41.73	-320.8098054888	1.15759287756959
901	-41.49	-318.9267786952	1.15499130927438
902	-41.15	-317.0416843496	1.15261078824084
903	-41.26	-317.98	1.15018567146819
904	-41.26	-317.8119401608	1.14795084836099
905	-41.47	-319.277164436	1.14576964002966
906	-41.10	-316.2787817256	1.14410097947731
907	-41.75	-321.533418708	1.14246208774088
908	-41.52	-319.6278209096	1.14088483306043
909	-41.77	-321.646315428	1.1396365780149
910	-41.90	-322.6985784488	1.138512413395
911	-41.40	-318.7396375936	1.13753755013502
912	-41.00	-315.5644948288	1.13664522501527
913	-41.62	-320.5235495296	1.13570832225744
914	-41.63	-321.019017568	1.13504021285848
915	-41.53	-320.8085500416	1.13398054444073
916	-41.92	-323.9215552768	1.13319294538652
917	-41.31	-318.758621824	1.13259512595562
918	-41.55	-320.616095584	1.13214945273923
919	-41.74	-322.1518161536	1.13173214465097
920	-41.97	-323.9606953152	1.13144232223155
921	-41.50	-320.2086542336	1.13133683486393
922	-41.82	-325.1165067264	1.13150946339802
923	-42.01	-326.8460643712	1.13160164836723
924	-41.87	-324.853068448	1.13179278817872
925	-41.79	-322.911386016	1.13212364044402
926	-41.00	-316.6250348288	1.13258864439058
927	-40.50	-310.5819908032	1.13301056882379
928	-41.61	-319.2910583744	1.13336837098573
929	-41.48	-318.2695115488	1.13383106049879
930	-41.01	-314.4517603808	1.13434760438932
931	-40.94	-313.892165328	1.13451879936682
932	-40.95	-314.3790411616	1.13469560452955
933	-41.54	-319.1383610208	1.13461334741476
934	-41.75	-321.0618894752	1.1344478082461
935	-41.64	-320.62782008	1.13427030174186
936	-41.86	-322.3634688032	1.13401878954775
937	-41.29	-319.4088305952	1.13365963687631
938	-41.02	-317.4764526688	1.13328588810037
939	-41.24	-319.1983868576	1.13314301491194
940	-40.63	-314.3172093984	1.1333
941	-41.26	-319.35054056	1.13330874186363
942	-40.93	-312.8688952736	1.13368788475818
943	-41.10	-313.9978601632	1.13403741392968
944	-41.32	-316.3015686944	1.13450040997049
945	-41.2288926237	-316.2311409896	1.13505125248839
946	-41.14	-315.5007132848	1.13577578322491
947	-41.21	-318.446	1.13641920857637
948	-41.12	-317.932914471467	1.13703060430279
949	-41.11	-317.850408932267	1.13774622163871
950	-41.23	-318.832393050667	1.1383206685179
951	-41.04	-317.309316493867	1.13886571704077
952	-40.85	-315.055147457067	1.13913978667009
953	-41.44	-319.593643169067	1.13926356240887
954	-41.73	-322.196425812267	1.1393
955	-41.80	-323.329166244267	1.13919539600812
956	-41.52	-321.029412423467	1.13886728169366
957	-41.93	-325.623748701867	1.1383330429341
958	-41.35	-321.201638599467	1.13787971137089
959	-41.32	-320.996909300267	1.1373202893058
960	-41.98	-326.212679623467	1.13693446797398
961	-41.58	-323.003901850667	1.1369
962	-41.36	-319.391073639467	1.13703593583753
963	-42.30	-326.630215419733	1.13741706844208
964	-41.96	-323.845113704533	1.13817669857489
965	-41.53	-320.4345397312	1.13918182206719
966	-40.98	-316.0007180928	1.14065151073496
967	-41.79	-321.6577956544	1.14257193240393
968	-41.65	-320.433388032	1.1445098417598
969	-41.70	-320.8001224448	1.14671594717395
970	-41.55	-319.6083164672	1.14924611791489
971	-41.85	-322.0009528448	1.15165053107817
972	-41.52	-320.275256	1.15444607040519
973	-41.44	-319.7808549056	1.15713452885262
974	-41.00	-316.6071967744	1.15989338760544
975	-40.87	-316.1258828224	1.16255544459434
976	-41.43	-320.6250425728	1.16525374976983
977	-41.40	-319.2216049216	1.16794743988766
978	-41.15	-316.92876016	1.17066311762334
979	-41.20	-317.3377864448	1.17320705613687
980	-41.06	-316.2071730784	1.17577948320665
981	-41.33	-318.3141284608	1.17842189474149
982	-41.19	-316.6081253408	1.18149995694054
983	-41.41	-318.1445861952	1.18477146005391
984	-41.35	-318.4158862432	1.18805472887974
985	-42.50	-329.8850643424	1.19245688722512
986	-41.98	-325.7443917888	1.19643438789887
987	-40.75	-314.9302614336	1.20050221593095
988	-41.20	-318.220502416	1.20502705328929
989	-40.40	-311.8135966592	1.20946240431979
990	-41.12	-317.5352188896	1.21402377892864
991	-40.81	-315.0656379168	1.21869875878274
992	-40.68	-313.9935450976	1.22316954430706
993	-41.32	-319.0872741488	1.22758075113165
994	-41.10	-317.495891144	1.23206410454726
995	-40.65	-314.506751512	1.2366669424198
996	-41.18	-318.737084824	1.24113404069258
997	-41.32	-318.5226320112	1.24525824794548
998	-41.13	-316.421690808	1.2491656154255
999	-41.17	-316.7609709616	1.25267402781124
1000	-41.25	-317.3931579408	1.2566588193548
1001	-41.63	-320.4302959632	1.26013332245774
1002	-40.97	-314.984219606197	1.26373846621586
1003	-41.25	-317.110432311532	1.2674296064888
1004	-41.26	-317.296813120392	1.27116611718622
1005	-40.87	-315.06286146035	1.27520954168829
1006	-41.14	-317.214074165685	1.27879337780746
1007	-40.64	-311.532138618963	1.28245944070378
1008	-40.73	-311.369777459184	1.28597908940673
1009	-40.74	-311.382327516427	1.2889142240521
1010	-40.43	-308.961549263555	1.29200182114992
1011	-40.70	-311.116804280985	1.29513276300182
1012	-40.77	-313.386358497016	1.2980758650644
1013	-40.34	-310.797741174951	1.30075972845941
1014	-40.44	-311.593030186901	1.30329706150901
1015	-40.68	-313.344254223742	1.30566578236978
1016	-40.89	-315.004420458194	1.30767472206678
1017	-40.36	-310.887318053995	1.30928781057953
1018	-40.77	-314.231681503486	1.31068873556479
1019	-41.08	-316.732459756358	1.31227530113952
1020	-40.81	-314.594220229222	1.31381997438138
1021	-41.45	-319.721088409929	1.31534784243085
1022	-41.21	-316.702102755367	1.31674929969034
1023	-41.59	-319.1591390396	1.31794542083424
1024	-41.38	-318.10067662048	1.31931441291176
1025	-40.85	-316.830890673058	1.32048008754627
1026	-40.91	-317.249598647176	1.32114702614384
1027	-40.74	-316.248674953792	1.3214951692769
1028	-40.88	-317.557683271368	1.32139426672839
1029	-40.65	-315.115267621424	1.32081921127073
1030	-41.20	-316.407058973684	1.31970626964159
1031	-40.76	-312.877342300371	1.31782939049705
1032	-40.71	-312.513378062773	1.31606653457938
1033	-40.44	-310.321508012991	1.31335528534135
1034	-41.45	-318.670562318637	1.31034783727391
1035	-40.72	-314.126852436425	1.30725880515923
1036	-41.18	-317.835997394125	1.30412467521377
1037	-40.36	-311.022920616275	1.30179479430283
1038	-40.74	-313.820601336376	1.29929167363553
1039	-40.28	-310.124366591054	1.29650029135108
1040	-40.38	-310.902933524853	1.29405845326592
1041	-40.08	-308.524396808405	1.29162945371368
1042	-40.28	-310.349840964706	1.28951571090412
1043	-40.01	-308.381954627661	1.28761786995515
1044	-39.66	-305.603272879759	1.28542781278646
1045	-39.40	-305.011978536724	1.28327223282467
1046	-39.43	-305.251998785675	1.28157836290667
1047	-39.59	-303.620134039537	1.2797528631111
1048	-40.25	-305.530525455686	1.27826767051374
1049	-40.17	-304.830971239655	1.27590871679197
1050	-39.85	-304.747219808585	1.27364786476059
1051	-39.91	-305.368266279468	1.27087543394711
1052	-40.47	-309.831537932049	1.26837185417548
1053	-39.72	-303.827676924061	1.26621114752693
1054	-40.01	-306.188666737411	1.26373592278663
1055	-39.39	-304.670517862329	1.26150888998851
1056	-40.45	-313.33856475385	1.25902444270124
1057	-40.34	-311.198910423334	1.2565620846876
1058	-40.24	-308.885848462156	1.25431177492041
1059	-39.84	-305.696796687629	1.25190906501285
1060	-40.53	-311.221315040064	1.24949034486674
1061	-39.89	-306.091328863671	1.24743370292315
1062	-40.79	-313.981325125521	1.24564679865528
1063	-40.44	-311.919489070259	1.24424152053178
1064	-40.69	-313.910278654637	1.24313462059086
1065	-40.93	-315.723841188243	1.24254870924179
1066	-40.86	-315.209387086698	1.2418865434353
1067	-41.01	-316.125310780083	1.24157315619891
1068	-41.34	-318.545019899057	1.2416010804289
1069	-41.46	-319.494351223103	1.24235534830926
1070	-41.83	-322.457456641233	1.24326615119409
1071	-40.83	-314.467694602874	1.24396253850845
1072	-40.94	-314.593841188243	1.24479535528097
1073	-40.90	-313.522994946331	1.24626884372594
1074	-40.92	-313.627671939861	1.24779063201753
1075	-41.09	-316.051880486407	1.24960887665165
1076	-41.08	-315.930188002583	1.25142586601627
1077	-40.79	-312.731102233536	1.25332300905886
1078	-41.49	-317.428382203692	1.25533759812041
1079	-41.48	-317.305342282503	1.25736850420009
1080	-41.09	-314.233940679704	1.25923930095392
1081	-41.56	-317.964896498533	1.26077245050409
1082	-41.74	-319.954851172506	1.26139886535203
1083	-41.11	-315.446279176469	1.26154581197302
1084	-41.37	-317.532391767317	1.26129501085256
1085	-41.15	-316.272437093344	1.26066859270069
1086	-40.73	-312.95487757367	1.26008272335062
1087	-40.93	-315.007170744408	1.25930994949615
1088	-40.82	-314.625712484075	1.25820394516206
1089	-40.27	-310.263498633884	1.25676323884727
1090	-40.82	-314.678262541318	1.25501574369572
1091	-41.03	-316.327148081394	1.25302646364633
1092	-40.58	-311.60491156819	1.25064546385245
1093	-41.38	-316.930253499524	1.24730380576873
1094	-41.04	-314.239909699115	1.24370431437157
1095	-40.90	-314.444112942018	1.23961240919684
1096	-41.20	-316.923060443272	1.23563290008839
1097	-41.52	-320.180932260935	1.2311510172925
1098	-41.26	-318.766523485417	1.22657560021538
1099	-41.52	-320.884551452074	1.22150078696508
1100	-41.21	-318.36760395082	1.21657570492101
1101	-41.15	-317.897615282327	1.21192174515251
1102	-40.40	-311.0301350832	1.20736131742477
1103	-40.77	-313.941536685999	1.20378087619192
1104	-40.84	-313.854075411735	1.19955113474948
1105	-40.86	-313.349598647176	1.19559344184703
1106	-40.65	-311.680078425666	1.19144980258769
1107	-41.00	-314.998929971222	1.18660101028558
1108	-39.90	-306.161317532164	1.18255359454727
1109	-40.47	-310.245858547613	1.17893118023968
1110	-40.73	-311.877282813425	1.17533092074196
1111	-40.09	-306.754456944814	1.1717065959158
1112	-40.15	-307.328911046359	1.16806281823567
1113	-40.47	-309.826070108091	1.16464464595831
1114	-40.05	-306.946383652129	1.16119188076066
1115	-40.52	-311.183931840297	1.15744322718896
1116	-40.71	-312.679632641697	1.15276469808073
1117	-40.64	-310.840078425666	1.14788897796115
1118	-40.44	-309.236504560553	1.14285346966444
1119	-40.37	-309.087585025957	1.13757747512902
1120	-40.74	-312.4885635078	1.13315556994246
1121	-40.72	-312.331759577983	1.12790318482102
1122	-40.60	-311.071147559563	1.12293584827529
1123	-40.71	-311.971971138461	1.1180517833559
1124	-41.09	-315.782999677547	1.11330466740855
1125	-40.95	-315.388729742251	1.10756666824239
1126	-40.63	-312.875401432136	1.10229873811203
1127	-40.63	-310.455189871658	1.09656169511108
1128	-41.14	-314.524853664606	1.09071776158631
1129	-40.86	-312.408014022985	1.08473426309864
1130	-40.67	-311.072840043387	1.07848381481893
1131	-41.44	-317.245631917478	1.07246584197427
1132	-40.22	-306.591449772095	1.06636619511523
1133	-40.27	-306.980670273173	1.0602649312234
1134	-40.46	-308.907005756007	1.0541620494794
1135	-40.74	-311.585022391157	1.0481328095249
1136	-40.26	-307.809601139276	1.04277628811074
1137	-40.45	-307.60125962858	1.03677507760889
1138	-40.50	-308.023163672882	1.0307595327865
1139	-39.76	-302.104614339858	1.02498592875984
1140	-39.99	-303.910303809751	1.01883345079322
1141	-39.83	-302.627153065594	1.01263479167716
1142	-39.91	-300.302876530007	1.00676936113349
1143	-40.19	-302.51430079582	1.00098509661324
1144	-39.92	-302.136918842103	0.99499177585817
1145	-39.78	-302.720995148719	0.98915965472196
1146	-39.78	-302.72907977291	0.98392121804035
1147	-39.96	-303.716695950118	0.97850845933306
1148	-39.40	-299.16491655239	0.97318017727332
1149	-39.23	-298.88856973805	0.96714101098098
1150	-39.29	-300.456219909778	0.96145113937786
1151	-39.23	-299.96020681039	0.954700603484
1152	-38.85	-295.496043589871	0.94855922086056
1153	-39.06	-297.209183002521	0.9433400537921
1154	-39.09	-297.81853698958	0.93764297770791
1155	-38.70	-295.130966138399	0.9314926462591
1156	-39.19	-299.010218141897	0.92543680071092
1157	-39.18	-296.862133517706	0.92012493779985
1158	-38.97	-295.150532023248	0.91431496430726
1159	-39.05	-296.62987845597	0.9093616626633
1160	-39.39	-300.243374246585	0.90376719870617
1161	-39.43	-300.554287231488	0.89795419801349
1162	-39.40	-300.579251278277	0.892234531105
1163	-39.52	-301.55257208465	0.88636607755407
1164	-39.77	-303.647352346809	0.88103027084605
1165	-39.41	-300.756276904625	0.8756732691215
1166	-39.93	-304.971086138085	0.87061468889917
1167	-39.85	-304.482538666667	0.8649866885172
1168	-39.16	-298.982042666667	0.86005049808061
1169	-39.68	-301.957242666667	0.8550415430409
1170	-39.94	-302.899242666667	0.84968944671053
1171	-39.47	-299.176922666667	0.84434855234713
1172	-40.14	-306.281946666667	0.83932719768941
1173	-40.11	-306.107402666667	0.83474982371141
1174	-40.33	-307.552010666667	0.83019901534846
1175	-40.16	-305.994570666667	0.82615432566754
1176	-39.99	-304.617834666667	0.82271520231278
1177	-40.36	-307.679402666667	0.81933989350536
1178	-40.09	-305.559066666667	0.81648652658548
1179	-40.14	-310.205466666667	0.81423461768778
1180	-40.26	-315.278650666667	0.8122664968559
1181	-39.86	-312.104458666667	0.8112819775784
1182	-39.76	-302.799658666667	0.81079956649362
1183	-40.14	-305.793130666667	0.81063584779204
1184	-39.88	-305.005178666667	0.81081505650671
1185	-40.05	-307.693098666667	0.81130290711312
1186	-39.58	-303.930298666667	0.81218183000376
1187	-39.86	-305.016122666667	0.81333620362047
1188	-39.64	-303.196986666667	0.81490406915787
1189	-40.09	-306.407882666667	0.8165987869269
1190	-40.38	-308.303450666667	0.81843700456314
1191	-40.23	-307.165546666667	0.82029219972667
1192	-39.93	-305.871866666667	0.82235420921578
1193	-39.80	-304.837770666667	0.82468977368281
1194	-39.84	-304.989450666667	0.82727315826068
1195	-40.01	-306.163082666667	0.82995974441775
1196	-40.17	-304.367434666667	0.83264252257199
1197	-39.87	-301.985418666667	0.8349517975056
1198	-40.09	-303.736218666667	0.83714538607901
1199	-40.18	-305.507434666667	0.83896346208275
1200	-39.68	-302.656298666667	0.84024977520631
1201	-40.04	-306.092858666667	0.84103067994319
1202	-40.14	-307.458378666667	0.84127460956916
1203	-39.81	-304.802149333333	0.84136904066929
1204	-40.03	-306.244373333333	0.84084594847328
1205	-39.63	-302.777797333333	0.83975756901586
1206	-39.50	-301.687989333333	0.83830316028037
1207	-39.72	-303.282357333333	0.83635347193101
1208	-39.50	-301.478453333333	0.83378202497551
1209	-39.64	-304.607797333333	0.83121364992239
1210	-39.75	-307.419466666667	0.82800856509732
1211	-39.55	-305.792170666667	0.82447901902598
1212	-39.94	-305.733418666667	0.82076744750187
1213	-39.51	-302.292618666667	0.81635299375929
1214	-39.77	-304.374714666667	0.81237853762167
1215	-39.74	-304.198026666667	0.80847305876284
1216	-39.86	-305.161450666667	0.80389138457717
1217	-39.47	-301.960682666667	0.79929802653822
1218	-39.19	-299.701898666667	0.79453484001364
1219	-39.08	-299.068010666667	0.78987541478353
1220	-39.15	-299.791552	0.78475784713055
1221	-39.05	-298.973856	0.77911181566495
1222	-39.25	-300.117344	0.77372387098221
1223	-39.31	-300.619296	0.76865230322814
1224	-39.35	-300.63504	0.76304917501289
1225	-39.55	-301.87328	0.75685697208829
1226	-39.65	-302.699072	0.75083650681988
1227	-39.79	-304.8568	0.74508257730327
1228	-39.46	-302.160832	0.739946102207
1229	-39.56	-302.352816	0.7336983514566
1230	-39.88	-304.261152	0.72703689691605
1231	-40.41	-308.49536	0.72098725053691
1232	-39.86	-304.75504	0.71497848817835
1233	-39.46	-301.560832	0.70873255325406
1234	-39.69	-303.440528	0.70195664455454
1235	-40.04	-306.307936	0.6954964648225
1236	-40.28	-308.328976	0.68826226844676
1237	-40.42	-313.292512	0.68185638699411
1238	-40.79	-316.204373333333	0.6756912989127
1239	-40.93	-315.355429333333	0.66963684309312
1240	-40.31	-308.458773333333	0.6636870384202
1241	-39.83	-304.613173333333	0.65711570752036
1242	-40.08	-306.429077333333	0.65101031674707
1243	-39.88	-304.801781333333	0.64510771444455
1244	-40.06	-307.033349333333	0.63946503402105
1245	-39.83	-305.929365333333	0.63427029027792
1246	-39.47	-303.067669333333	0.62925935411911
1247	-39.66	-302.544949333333	0.62427614312022
1248	-39.63	-302.318261333333	0.61942223074823
1249	-39.01	-297.437797333333	0.61511784992357
1250	-39.35	-300.232341333333	0.61141419109076
1251	-39.93	-304.814677333333	0.60755929963021
1252	-39.43	-300.574329333333	0.60415795547843
1253	-39.11	-297.956917333333	0.6012214153202
1254	-38.73	-296.120917333333	0.59841030025052
1255	-38.99	-299.433973333333	0.59583516893436
1256	-39.19	-301.015392	0.5936757778181
1257	-38.64	-294.843552	0.59185438133215
1258	-39.01	-297.750016	0.59073971708279
1259	-39.02	-298.255264	0.58988680401195
1260	-39.32	-301.05168	0.58947816909114
1261	-38.86	-297.40848	0.58954294963407
1262	-39.22	-298.798752	0.59001092238
1263	-39.20	-298.596352	0.59077092260039
1264	-39.20	-299.363968	0.59206263522542
1265	-39.28	-300.803552	0.5934682642695
1266	-39.50	-302.584672	0.5953523634138
1267	-39.65	-304.066688	0.59732576315567
1268	-39.65	-304.099072	0.59982545844935
1269	-39.68	-304.350048	0.60225394950457
1270	-39.34	-301.629792	0.60526201015817
1271	-39.54	-303.224704	0.60782909159197
1272	-39.50	-304.292768	0.61074866495654
1273	-40.01	-308.35696	0.61403923347231
1274	-39.99	-307.446314666667	0.61704275876461
1275	-40.28	-308.929386666667	0.62065787731942
1276	-40.16	-307.982154666667	0.62404269755772
1277	-40.35	-308.379914666667	0.62742261571264
1278	-40.58	-310.274378666667	0.63139233111935
1279	-40.87	-312.507450666667	0.63602922394331
1280	-40.67	-310.894922666667	0.64098890620654
1281	-40.46	-309.146186666667	0.64642527909814
1282	-39.59	-303.348394666667	0.65121540809636
1283	-39.92	-305.987690666667	0.65599509760961
1284	-40.43	-310.927594666667	0.66168060592034
1285	-40.22	-310.159818666667	0.66750541092509
1286	-40.25	-310.378410666667	0.6739
1287	-40.06	-306.564458666667	0.67972707380095
1288	-40.34	-308.807050666667	0.68643678352563
1289	-40.81	-312.812170666667	0.69268973449287
1290	-40.33	-309.134186666667	0.69933603323901
1291	-40.28	-308.737482666667	0.70649034626121
1292	-40.38	-309.509301333333	0.71359892341922
1293	-40.49	-310.399861333333	0.7207412672103
1294	-40.52	-311.327317333333	0.72798712410013
1295	-40.64	-312.798069333333	0.73514172332827
1296	-40.36	-310.595957333333	0.74240616554094
1297	-40.19	-308.387253333333	0.75017866079345
1298	-40.40	-310.111701333333	0.75798751013001
1299	-40.27	-308.731933333333	0.76478698838157
1300	-39.75	-304.309324912	0.77205851935424
1301	-39.56	-303.9838740704	0.77904494835558
1302	-38.98	-299.3442050336	0.78582091491557
1303	-38.69	-297.0361362272	0.79370108313701
1304	-39.14	-300.6896885344	0.80085191215705
1305	-39.15	-300.863630576	0.80714405784182
1306	-39.61	-304.5987549088	0.81477462404015
1307	-40.21	-307.8880223456	0.82211404040993
1308	-39.69	-303.731162602667	0.82944208009231
1309	-39.22	-300.026317329067	0.83639939111588
