#From Jouzel et al. (Science, 2007)
#Extrapolated for depths <=6.05 m
#Excess extrapolated for depth>=2151.6 m
#depth-top (m)	d18O (pm)	deut (pm)	d18OSW (pm)
2708.2	-51.4	-402.5	0.2066208853727
2708.75	-51.1	-400.4	0.19026907298549
2709.3	-50.3	-394.2	0.17354998916311
2709.85	-50.4	-395	0.15738912818542
2710.4	-50.2	-393.4	0.14045618699284
2710.95	-50.8	-397.8	0.12341562844535
2711.5	-50.5	-395.6	0.10474533129419
2712.05	-50.4	-395.2	0.08562618818772
2712.6	-50.4	-394.6	0.06658192240104
2713.15	-50.2	-393.5	0.04808444043374
2713.7	-49.9	-390.8	0.03073053126666
2714.25	-49.6	-388.2	0.0152533028912
2714.8	-49.9	-391	0.00174428489229
2715.35	-50.2	-393	-0.01053088645737
2715.9	-50.1	-392.2	-0.02122202914509
2716.45	-49.5	-387.4	-0.03035879896167
2717	-49.6	-388.4	-0.03782190595402
2717.55	-49.6	-388.4	-0.04443629430848
2718.1	-49.6	-388.8	-0.05010111503382
2718.65	-49.6	-388.8	-0.05486076698097
2719.2	-49.2	-385.2	-0.05863760306972
2719.75	-49.7	-389.4	-0.06108328575024
2720.3	-49.5	-387.6	-0.06252100759628
2720.85	-49.2	-385.5	-0.0628540166257
2721.4	-49.2	-385.1	-0.06252834637962
2721.95	-48.9	-382.6	-0.06184203609717
2722.5	-49.2	-385.6	-0.06117408974828
2723.05	-49.1	-384.7	-0.06050992469702
2723.6	-49.3	-386.3	-0.06009344117027
2724.15	-49.2	-385.1	-0.0594874152002
2724.7	-49.4	-386.9	-0.05858754077672
2725.25	-49.6	-388.5	-0.05719730302428
2725.8	-49.0	-383.8	-0.05525126197657
2726.35	-49.2	-385.7	-0.05317937201895
2726.9	-49.4	-387	-0.05117847117078
2727.45	-49.5	-387.6	-0.04960239975651
2728	-49.1	-384.9	-0.04877533185334
2728.55	-49.6	-388.9	-0.04880431857099
2729.1	-49.0	-383.7	-0.04944905411911
2729.65	-48.9	-383.2	-0.05024914242063
2730.2	-48.8	-382.2	-0.0506
2730.75	-48.8	-381.8	-0.05024408988647
2731.3	-49.1	-384.7	-0.04888456546557
2731.85	-49.5	-387.3	-0.04643637375331
2732.4	-49.0	-383.3	-0.0432909473833
2732.95	-49.1	-384.3	-0.04011406343382
2733.5	-48.4	-378.9	-0.03709375510648
2734.05	-48.6	-380.4	-0.03487627329573
2734.6	-49.1	-384.6	-0.03331820342877
2735.15	-48.6	-380.3	-0.03221564173422
2735.7	-49.2	-385.3	-0.03152699614267
2736.25	-48.9	-382.9	-0.03071798529759
2736.8	-48.7	-381.5	-0.02977136442338
2737.35	-49.1	-384.5	-0.02868600250236
2737.9	-49.2	-385.5	-0.02740774039385
2738.45	-49.4	-386.81	-0.02630806100944
2739	-49.3	-386.37	-0.02517826581019
2739.55	-49.1	-384.72	-0.02429869561033
2740.1	-49.0	-383.94	-0.02349599704956
2740.65	-49.4	-386.79	-0.02224669623156
2741.2	-49.1	-384.3	-0.01993307898779
2741.75	-49.3	-386.22	-0.01604935483596
2742.3	-49.4	-386.62	-0.01093688015255
2742.85	-49.5	-387.52	-0.00473992491378
2743.4	-49.5	-387.36	0.0026564712057
2743.95	-49.3	-386.48	0.01065594916799
2744.5	-49.5	-387.93	0.01947418723578
2745.05	-49.3	-386.35	0.02928011526502
2745.6	-49.5	-387.8	0.03972923077634
2746.15	-49.6	-388.4	0.05209738718375
2746.7	-49.4	-386.7	0.06585466054613
2747.25	-49.9	-390.8	0.08030401365721
2747.8	-50.1	-392.11	0.09571745821315
2748.35	-50.3	-393.78	0.10987627677224
2748.9	-50.2	-393.39	0.12150200584294
2749.45	-50.3	-393.72	0.12983528927567
2750	-50.5	-395.76	0.13635049115502
2750.55	-50.1	-392.22	0.14224667337778
2751.1	-50.2	-393.26	0.1481881935864
2751.65	-50.4	-394.69	0.15465506200413
2752.2	-50.0	-391.94	0.16211148539693
2752.75	-50.1	-392.5	0.16996620325226
2753.3	-50.6	-396.4	0.17828041806843
2753.85	-50.3	-394.3	0.18815973047272
2754.4	-50.2	-393.2	0.19919836691245
2754.95	-50.4	-394.7	0.21137025885181
2755.5	-50.4	-394.9	0.22657755610314
2756.05	-50.0	-391.9	0.24415356271292
2756.6	-50.2	-393.6	0.26316086742492
2757.15	-50.2	-393.5	0.28374092368808
2757.7	-50.4	-394.7	0.30388108506682
2758.25	-50.0	-391.4	0.323554965699
2758.8	-50.2	-393.1	0.34307352829325
2759.35	-49.9	-390.9	0.36316945392754
2759.9	-49.8	-389.8	0.38309051681095
2760.45	-50.1	-392.4	0.40229459666697
2761	-50.1	-392.6	0.42145804626317
2761.55	-49.9	-390.7	0.44008823549839
2762.1	-50.3	-393.8	0.45800829669615
2762.65	-50.3	-394.1	0.47709302157375
2763.2	-50.5	-395.7	0.49714022955671
2763.75	-50.5	-395.8	0.52011911118993
2764.3	-50.4	-395.2	0.54382387357645
2764.85	-50.5	-395.7	0.56389711330644
2765.4	-50.3	-394	0.57842592993365
2765.95	-50.7	-397.1	0.58868546575272
2766.5	-50.6	-396.1	0.59683613240246
2767.05	-50.4	-394.8	0.60334810612928
2767.6	-50.6	-396.5	0.60933862388951
2768.15	-50.7	-397.3	0.61611186382286
2768.7	-51.1	-400.9	0.62472683527053
2769.25	-51.2	-401.1	0.63527385984021
2769.8	-51.4	-402.7	0.64883375665951
2770.35	-51.5	-403.4	0.66692090889236
2770.9	-51.2	-401.3	0.69143099535086
2771.45	-51.1	-400.9	0.71996582489278
2772	-51.7	-405	0.75001952819606
2772.55	-51.9	-407.1	0.78202997119066
2773.1	-51.5	-404	0.81593715983074
2773.65	-51.7	-405.3	0.8497760992127
2774.2	-50.9	-398.8	0.88489639373947
2774.75	-50.1	-392.3	0.91572558628267
2775.3	-49.8	-390.1	0.94202645408225
2775.85	-50.1	-392.2	0.96725240892627
2776.4	-50.6	-396.2	0.9977154680209
2776.95	-51.2	-401.5	1.04054817173784
2777.5	-51.2	-401	1.09642782158793
2778.05	-51.4	-402.5	1.15726889873712
2778.6	-51.7	-405.6	1.21521381651387
2779.15	-51.4	-403.1	1.26923673190772
2779.7	-51.9	-406.8	1.31738835105615
2780.25	-52.6	-412.8	1.36497524338999
2780.8	-53.2	-417.2	1.41557520839889
2781.35	-53.1	-416.6	1.4721740628976
2781.9	-54.0	-423.7	1.53634558121615
2782.45	-54.1	-424.9	1.61263015907166
2783	-54.6	-428.1	1.68223480931054
2783.55	-54.7	-429	1.73289627151914
2784.1	-55.2	-433.6	1.76823273255467
2784.65	-55.6	-436.6	1.79442369182719
2785.2	-55.7	-437	1.8153282845814
2785.75	-55.6	-436.9	1.83107554073776
2786.3	-55.6	-436.8	1.83784162201493
2786.85	-55.8	-437.8	1.83829297357775
2787.4	-55.5	-436	1.83793336759136
2787.95	-55.9	-438.56	1.83388495017406
2788.5	-55.5	-435.9	1.82197804246483
2789.05	-55.8	-437.7	1.80085907375088
2789.6	-55.4	-434.8	1.76267698975812
2790.15	-56.0	-440	1.72252085814857
2790.7	-56.6	-444.32	1.6845246132873
2791.25	-56.3	-441.88	1.64384699702526
2791.8	-56.5	-443.84	1.62120103817772
2792.35	-55.9	-438.86	1.62555405300309
2792.9	-56.2	-441.19	1.63879285627452
2793.45	-56.2	-440.92	1.6536297723737
2794	-56.1	-440.18	1.66619775636941
2794.55	-56.1	-440.33	1.68404960726497
2795.1	-55.8	-438.26	1.70264533950561
2795.65	-55.5	-435.82	1.6974448387508
2796.2	-55.6	-436.33	1.6742596125574
2796.75	-55.2	-433.24	1.64304285928323
2797.3	-54.6	-428.61	1.60138775856883
2797.85	-55.1	-432.4	1.56603625423329
2798.4	-54.8	-430.4	1.54409884165561
2798.95	-54.8	-430.4	1.5148307347242
2799.5	-55.0	-431.6	1.48188693282135
2800.05	-54.9	-430.6	1.46688485172843
2800.6	-53.9	-422.5	1.46812597167766
2801.15	-54.0	-423.5	1.47873393731391
2801.7	-54.1	-424.9	1.48692145816021
2802.25	-54.9	-431.1	1.47869592651109
2802.8	-54.7	-429.3	1.45396255781008
2803.35	-54.7	-429.2	1.42922689552997
2803.9	-55.0	-431.6	1.40228873312793
2804.45	-55.2	-433.3	1.3726269342866
2805	-54.3	-425.9	1.3493954168117
2805.55	-54.6	-428.2	1.3275956524448
2806.1	-55.2	-433.2	1.32528077902163
2806.65	-54.7	-429.3	1.33661859279056
2807.2	-54.0	-423.9	1.3425591567819
2807.75	-54.4	-426.8	1.35714457703668
2808.3	-54.5	-428	1.371806581278
2808.85	-54.8	-430.3	1.36844307805307
2809.4	-55.5	-435.3	1.36526626439454
2809.95	-56.0	-439.7	1.36641038528357
2810.5	-55.8	-438.4	1.36841293976126
2811.05	-56.0	-439.3	1.36697357684316
2811.6	-55.9	-439.2	1.36017517565144
2812.15	-55.7	-437.3	1.35047707612668
2812.7	-55.6	-436.6	1.34251495286046
2813.25	-55.6	-436.1	1.31678957007216
2813.8	-55.0	-431.4	1.2860525993508
2814.35	-54.7	-429.6	1.26167596516628
2814.9	-55.1	-432.6	1.24910511490323
2815.45	-55.1	-432.8	1.24080882225115
2816	-55.5	-435.5	1.22545081411913
2816.55	-55.8	-437.8	1.2025013935976
2817.1	-55.8	-438.3	1.17542706234265
2817.65	-55.6	-436.5	1.14510939933353
2818.2	-55.5	-435.8	1.12282889496432
2818.75	-56.0	-439.7	1.10136112300373
2819.3	-55.2	-433.5	1.09115772432133
2819.85	-54.4	-426.9	1.10637184799446
2820.4	-55.0	-431.8	1.12235211129959
2820.95	-54.3	-426.1	1.13507801339654
2821.5	-53.5	-419.4	1.1387723782977
2822.05	-53.2	-417.3	1.130185878974
2822.6	-52.6	-412.3	1.11346870293717
2823.15	-53.1	-416.1	1.09097304359766
2823.7	-53.7	-421.5	1.06271036314186
2824.25	-54.2	-425.7	1.03419846292008
2824.8	-54.9	-430.9	1.00664031334301
2825.35	-54.8	-430.3	0.97756720268755
2825.9	-54.0	-423.5	0.9549237918574
2826.45	-53.5	-419.6	0.93077455290504
2827	-53.1	-416.7	0.90377201574619
2827.55	-52.8	-414.2	0.88461162900354
2828.1	-52.6	-412.8	0.86140783877675
2828.65	-53.2	-417	0.8286210504293
2829.2	-53.6	-420.4	0.78424806979068
2829.75	-54.2	-425.3	0.73316615709364
2830.3	-54.0	-423.9	0.67421216519114
2830.85	-53.6	-420.5	0.62772422384952
2831.4	-53.5	-419.4	0.59221698331206
2831.95	-53.3	-418.3	0.56409372841289
2832.5	-53.5	-419.5	0.54459912993011
2833.05	-53.2	-417.1	0.5283043039131
2833.6	-53.0	-416	0.50441739398762
2834.15	-52.8	-413.8	0.47446063422058
2834.7	-52.9	-415	0.44373261241145
2835.25	-52.6	-412.5	0.41335994612203
2835.8	-52.6	-412.7	0.3847710190517
2836.35	-52.3	-410.3	0.35897182927304
2836.9	-52.5	-411.4	0.34071327787162
2837.45	-52.4	-410.8	0.33078073510867
2838	-52.4	-410.5	0.32978419110395
2838.55	-52.4	-410.7	0.34015247907181
2839.1	-52.2	-409.5	0.36294817603106
2839.65	-51.9	-406.7	0.39808196150994
2840.2	-51.9	-406.6	0.43664117526717
2840.75	-51.7	-405.4	0.47075318737581
2841.3	-51.6	-404.4	0.50400454940284
2841.85	-51.7	-405.4	0.53273738830142
2842.4	-50.8	-398	0.55580566506007
2842.95	-51.6	-404.9	0.57066943594408
2843.5	-51.6	-404.1	0.57881141085043
2844.05	-51.4	-403.2	0.57946099106307
2844.6	-51.5	-403.5	0.57673756038845
2845.15	-51.6	-404.2	0.57286197841193
2845.7	-51.8	-406.4	0.56730076887503
2846.25	-52.0	-407.7	0.55965753622295
2846.8	-52.2	-409	0.5520951713747
2847.35	-52.2	-409	0.54680720221989
2847.9	-52.3	-410	0.54449478570071
2848.45	-52.3	-410	0.54493814217428
2849	-52.3	-410.43	0.54659751503156
2849.55	-52.1	-408.8	0.54995484041272
2850.1	-52.7	-413	0.55533295346846
2850.65	-52.5	-411.89	0.56138834363837
2851.2	-52.5	-412	0.56394054505602
2851.75	-52.5	-412	0.56212674491922
2852.3	-52.5	-412	0.55887954817808
2852.85	-52.4	-410.7	0.5577
2853.4	-52.5	-411.7	0.5582772576123
2853.95	-52.5	-411.9	0.5601134314984
2854.5	-52.7	-413	0.56464934647565
2855.05	-52.4	-411.1	0.57130307461441
2855.6	-52.7	-413	0.57905033489439
2856.15	-52.6	-412.1	0.58702375711304
2856.7	-52.6	-412.7	0.59445803225157
2857.25	-52.5	-411.7	0.60488037287088
2857.8	-52.5	-411.3	0.6194084920466
2858.35	-52.9	-414.8	0.63604030582411
2858.9	-52.9	-414.5	0.65137084617649
2859.45	-52.9	-414.9	0.66422652063989
2860	-53.0	-415.5	0.67702795065752
2860.55	-53.0	-415.7	0.69359449364025
2861.1	-53.3	-417.9	0.71435591516974
2861.65	-52.8	-414	0.73575887357349
2862.2	-53.0	-415.6	0.75387982037253
2862.75	-53.0	-415.7	0.77050289540991
2863.3	-52.9	-415.2	0.78743842047364
2863.85	-52.8	-414.2	0.80346518963167
2864.4	-53.0	-415.7	0.81734678050366
2864.95	-52.6	-412.9	0.8298186434406
2865.5	-53.0	-415.3	0.84062825603648
2866.05	-53.4	-419.2	0.85245859262642
2866.6	-53.6	-420.9	0.86542599040657
2867.15	-53.6	-420.3	0.87612106113234
2867.7	-53.4	-418.5	0.88281332479298
2868.25	-53.2	-417.2	0.88900235228075
2868.8	-53.1	-416.8	0.8978609631767
2869.35	-53.1	-416.1	0.91174114243994
2869.9	-53.1	-416.3	0.92686646667648
2870.45	-53.3	-418.4	0.9391896745496
2871	-54.2	-425.1	0.94749255517369
2871.55	-54.1	-424.8	0.95356704540943
2872.1	-54.0	-423.6	0.95680772415591
2872.65	-54.0	-424	0.95654830441067
2873.2	-53.9	-422.7	0.95198326390618
2873.75	-54.0	-423.5	0.94160568690468
2874.3	-54.1	-424.1	0.92599655454787
2874.85	-54.1	-424.6	0.90772901241802
2875.4	-54.1	-424.9	0.88130725375498
2875.95	-54.0	-423.6	0.85399113230584
2876.5	-53.9	-423.1	0.8348681903389
2877.05	-53.9	-423	0.82251787809374
2877.6	-54.0	-423.9	0.81046831701073
2878.15	-53.9	-422.6	0.79553622540195
2878.7	-53.4	-419	0.78338092410727
2879.25	-53.5	-419.6	0.7755641232749
2879.8	-53.6	-420.7	0.7693110983143
2880.35	-53.6	-420.7	0.7646861328588
2880.9	-53.2	-417.7	0.76071907448163
2881.45	-53.0	-415.5	0.75372171714056
2882	-52.9	-415.2	0.74111772853539
2882.55	-53.3	-418.1	0.72298995488119
2883.1	-53.2	-417.2	0.70535163615369
2883.65	-53.2	-417.1	0.69299953452364
2884.2	-52.6	-412.5	0.6838818468841
2884.75	-53.0	-415.6	0.67709661763532
2885.3	-52.6	-412.3	0.67105592652675
2885.85	-52.7	-413.1	0.66738602613024
2886.4	-52.6	-412.4	0.66766236219442
2886.95	-52.6	-412.3	0.66903103028805
2887.5	-52.4	-411	0.6710415895529
2888.05	-52.6	-412.5	0.67413560796717
2888.6	-52.6	-412.1	0.67769985675483
2889.15	-52.8	-414.1	0.68315563936584
2889.7	-52.6	-412.3	0.68960445785704
2890.25	-52.3	-410.3	0.6976328124807
2890.8	-52.9	-415.2	0.70756394896895
2891.35	-52.5	-411.9	0.71869812728367
2891.9	-52.6	-412.3	0.72766427974913
2892.45	-52.5	-411.8	0.733447972417
2893	-52.6	-412.8	0.73454277493427
2893.55	-53.6	-420.4	0.73340662163761
2894.1	-53.4	-418.6	0.73131437181049
2894.65	-53.4	-418.9	0.72966512766491
2895.2	-53.2	-417	0.72770010335494
2895.75	-53.3	-418.2	0.72663197012189
2896.3	-53.1	-416.8	0.73011955340701
2896.85	-53.5	-420.09	0.73788236030631
2897.4	-53.2	-417.1	0.74623186723332
2897.95	-53.4	-418.73	0.75315206114749
2898.5	-53.6	-420.4	0.76384796676104
2899.05	-53.5	-419.9	0.7858494127799
2899.6	-53.5	-419.6	0.81671410864225
2900.15	-53.2	-417.1	0.85199873367911
2900.7	-53.5	-419.85	0.89013293225185
2901.25	-53.3	-417.8	0.93800790520249
2901.8	-53.0	-416	0.99076788428037
2902.35	-52.9	-414.8	1.04010855518339
2902.9	-53.1	-416.5	1.08109950345574
2903.45	-53.1	-416.7	1.11845537103686
2904	-53.6	-420.7	1.15437840223491
2904.55	-53.8	-422.1	1.1896862543273
2905.1	-54.3	-425.9	1.21867232553472
2905.65	-54.8	-430	1.24332036195586
2906.2	-55.2	-433.5	1.26433512819752
2906.75	-55.1	-432.2	1.27444914445006
2907.3	-55.5	-435.8	1.27463444521578
2907.85	-55.3	-434.4	1.27565795330411
2908.4	-55.5	-435.8	1.28015032631956
2908.95	-55.2	-433	1.27876427382903
2909.5	-55.1	-432.7	1.27325520329153
2910.05	-54.7	-429.3	1.26721070699316
2910.6	-55.0	-431.4	1.26198427479771
2911.15	-54.8	-430	1.25359525307126
2911.7	-54.8	-430.3	1.2430484295726
2912.25	-54.8	-429.9	1.23399147545622
2912.8	-54.6	-428.12	1.22647728933113
2913.35	-55.4	-434.5	1.22154287733792
2913.9	-55.5	-435.9	1.22269562320442
2914.45	-55.4	-434.6	1.22855361242267
2915	-55.3	-434	1.23837597891744
2915.55	-55.3	-434.45	1.25124063469501
2916.1	-55.2	-433.7	1.26890448133718
2916.65	-55.1	-432.7	1.28432117835886
2917.2	-55.0	-431.6	1.29459963779468
2917.75	-55.1	-432.4	1.30165048346062
2918.3	-55.2	-433	1.30160858432991
2918.85	-55.4	-434.8	1.29931331400668
2919.4	-55.8	-437.8	1.29643811987115
2919.95	-55.8	-437.8	1.29312734987139
2920.5	-55.8	-438	1.29124659988139
2921.05	-55.6	-436.7	1.28666404610124
2921.6	-55.1	-432.3	1.27918190801326
2922.15	-54.8	-430.3	1.26688338115764
2922.7	-55.1	-432.5	1.25181791046678
2923.25	-55.1	-432.8	1.23014151493948
2923.8	-54.9	-430.5	1.20659079109745
2924.35	-54.4	-426.6	1.18292384157081
2924.9	-53.8	-421.9	1.15991232872736
2925.45	-54.0	-423.4	1.14067178221802
2926	-54.5	-427.7	1.12244714199247
2926.55	-54.7	-429	1.10753341208018
2927.1	-55.0	-431.9	1.0978819252495
2927.65	-54.6	-428.1	1.0943232214335
2928.2	-54.5	-427.8	1.09461148353341
2928.75	-53.9	-423	1.09234958654057
2929.3	-53.6	-420.9	1.08720502614387
2929.85	-53.4	-418.6	1.07647163702914
2930.4	-53.2	-417.6	1.05890769370524
2930.95	-52.9	-414.7	1.03595848059134
2931.5	-52.4	-410.5	1.01318927277396
2932.05	-52.1	-408.9	0.99477070551186
2932.6	-52.3	-409.8	0.98036019663632
2933.15	-53.3	-418.3	0.97008929786781
2933.7	-53.0	-415.5	0.95974520046419
2934.25	-53.1	-416.7	0.95281804261112
2934.8	-53.6	-420.7	0.94921832572564
2935.35	-53.5	-420	0.94793925849456
2935.9	-53.9	-422.7	0.94709530358294
2936.45	-54.0	-423.4	0.94435474324318
2937	-54.1	-424.5	0.93661639111056
2937.55	-54.5	-427.5	0.92647743371766
2938.1	-55.0	-431.9	0.91210778657816
2938.65	-55.0	-431.5	0.89209597361172
2939.2	-54.8	-429.9	0.86967199877614
2939.75	-54.2	-425.7	0.84605875002223
2940.3	-54.1	-424.2	0.82270054579463
2940.85	-54.0	-424	0.79922232442075
2941.4	-53.9	-422.8	0.77562009736494
2941.95	-53.7	-421.6	0.75324361812834
2942.5	-53.5	-419.6	0.73409162595548
2943.05	-53.4	-418.8	0.71993227911824
2943.6	-53.5	-419.8	0.71131723766469
2944.15	-53.1	-416.4	0.70855875883945
2944.7	-53.1	-416.1	0.71129653871926
2945.25	-52.8	-414.4	0.71774973330834
2945.8	-52.8	-414.2	0.72613779413203
2946.35	-52.6	-412.7	0.73463857070009
2946.9	-52.6	-412.4	0.74207600558663
2947.45	-52.4	-410.8	0.747789718623
2948	-52.5	-411.8	0.75162128737408
2948.55	-52.2	-409.4	0.7536253903532
2949.1	-52.3	-409.8	0.75262132696093
2949.65	-52.1	-408.1	0.74745814438033
2950.2	-52.0	-407.49	0.7383333818766
2950.75	-51.8	-405.8	0.72521669978826
2951.3	-52.0	-408.05	0.71091118352357
2951.85	-51.6	-404.8	0.69452956680356
2952.4	-51.6	-404.9	0.67721130442259
2952.95	-51.8	-405.7	0.65992878541582
2953.5	-51.8	-406	0.64348272154527
2954.05	-51.6	-404.8	0.62585253578871
2954.6	-51.3	-402	0.60678963212828
2955.15	-51.4	-403.1	0.58720362289138
2955.7	-51.4	-403.1	0.56750539761334
2956.25	-51.5	-403.3	0.5494946871863
2956.8	-51.4	-402.7	0.53220135829744
2957.35	-51.5	-404	0.51535890494398
2957.9	-51.1	-400.4	0.49742535534775
2958.45	-51.4	-403	0.47917681732194
2959	-51.1	-400.2	0.45942973474506
2959.55	-50.9	-399	0.43993076720018
2960.1	-51.2	-401.7	0.42121465978446
2960.65	-51.4	-403.2	0.40383636277053
2961.2	-51.1	-400.2	0.38974529226231
2961.75	-51.1	-400.8	0.3786320667236
2962.3	-51.0	-399.8	0.36915291762903
2962.85	-51.2	-401.1	0.36058126460847
2963.4	-51.1	-400.6	0.35147843891261
2963.95	-51.3	-402.2	0.34204334961526
2964.5	-51.1	-400.5	0.33194171698053
2965.05	-50.8	-398.1	0.32159344070096
2965.6	-51.1	-400.4	0.3108995416083
2966.15	-51.1	-400.1	0.2998447594789
2966.7	-51.2	-401.4	0.2882708339026
2967.25	-51.1	-400.5	0.27635825447349
2967.8	-51.1	-400.6	0.2645509265257
2968.35	-51.2	-401.3	0.25310159679469
2968.9	-51.1	-400.5	0.24291625884204
2969.45	-51.1	-400.1	0.23545692183454
2970	-51.1	-400.5	0.23184999524103
2970.55	-51.1	-400.2	0.23209041038914
2971.1	-51.0	-399.8	0.23567426397659
2971.65	-51.1	-400.2	0.24274213862671
2972.2	-51.3	-401.8	0.25173713595629
2972.75	-51.1	-400.8	0.26206848306282
2973.3	-51.4	-402.6	0.27376674699747
2973.85	-51.4	-403.1	0.28688348166581
2974.4	-51.1	-400.6	0.30165415992792
2974.95	-51.2	-401.3	0.31843836827838
2975.5	-51.1	-400.1	0.33192570570944
2976.05	-51.7	-405.2	0.34557540969281
2976.6	-51.3	-402.1	0.36110053710498
2977.15	-51.1	-400.6	0.37728491361255
2977.7	-51.1	-400.4	0.39355521316783
2978.25	-51.5	-403.4	0.41021143728477
2978.8	-51.1	-400.9	0.42738383129647
2979.35	-51.3	-401.8	0.4446375352967
2979.9	-51.1	-400.9	0.46253268683325
2980.45	-51.2	-401.1	0.48075546126631
2981	-51.3	-402.2	0.49967499227282
2981.55	-51.0	-400	0.51995285729693
2982.1	-51.1	-400.9	0.54124574398744
2982.65	-51.3	-402.4	0.56420339239895
2983.2	-51.4	-403.2	0.5891248302609
2983.75	-51.4	-403.2	0.61593662695711
2984.3	-51.3	-402.4	0.64426645100568
2984.85	-51.6	-404.4	0.67366375386222
2985.4	-51.5	-403.4	0.70484818461911
2985.95	-51.4	-402.8	0.73630696484671
2986.5	-51.4	-403	0.76637895507361
2987.05	-51.7	-405.4	0.79640443122402
2987.6	-51.5	-403.4	0.82666019751179
2988.15	-51.4	-402.6	0.85579319853438
2988.7	-51.3	-401.8	0.88446903322885
2989.25	-51.0	-399.6	0.91182761995223
2989.8	-50.6	-396.8	0.93509374813873
2990.35	-50.8	-397.7	0.95577923778812
2990.9	-50.8	-397.7	0.9744162773812
2991.45	-50.7	-397.3	0.9905608447193
2992	-50.8	-397.8	1.00488582937919
2992.55	-50.7	-397.1	1.01770369020047
2993.1	-51.0	-399.3	1.026997236665
2993.65	-51.6	-404.3	1.03552295444368
2994.2	-52.1	-408.6	1.04285468747535
2994.75	-51.9	-407.1	1.04861831888782
2995.3	-52.4	-410.9	1.05244203770398
2995.85	-52.9	-414.8	1.05205097559946
2996.4	-53.0	-415.5	1.04757528000092
2996.95	-53.4	-419	1.04025494964218
2997.5	-54.1	-424.5	1.03053538841624
2998.05	-54.6	-428.1	1.01793335675506
2998.6	-55.1	-432.5	1.00429905197363
2999.15	-55.0	-431.7	0.98915401451566
2999.7	-54.3	-425.8	0.97111103710138
3000.25	-54.2	-425	0.95274617249172
3000.8	-54.4	-427.2	0.93621271558688
3001.35	-54.0	-423.5	0.92260310885784
3001.9	-54.8	-429.8	0.91263597089399
3002.45	-54.9	-431.1	0.90461977765294
3003	-54.5	-427.5	0.89912823002817
3003.55	-53.8	-422	0.89455478412928
3004.1	-53.4	-418.7	0.88974205138725
3004.65	-53.0	-415.32	0.8823043861141
3005.2	-52.5	-411.9	0.87160209251178
3005.75	-52.5	-411.9	0.86068857556954
3006.3	-53.7	-421.1	0.85111465883312
3006.85	-54.4	-426.7	0.84171214612752
3007.4	-54.2	-425.37	0.83063646902588
3007.95	-53.9	-423.2	0.81654090514238
3008.5	-53.8	-422	0.79938675453735
3009.05	-53.5	-419.3	0.77968972773387
3009.6	-53.2	-417.5	0.75712356219334
3010.15	-52.9	-414.9	0.73423092662149
3010.7	-53.3	-418.2	0.71556543807266
3011.25	-54.1	-424.4	0.69656872514615
3011.8	-54.8	-429.8	0.67683646384542
3012.35	-55.1	-432.3	0.65614394913696
3012.9	-54.9	-430.8	0.6496
3013.45	-54.3	-425.8	0.65349439629796
3014	-54.1	-424.89	0.66837625826408
3014.55	-53.9	-422.9	0.69184070541996
3015.1	-54.1	-424.2	0.72225098713853
3015.65	-53.4	-418.6	0.75456684407937
3016.2	-53.5	-419.3	0.78447483483251
3016.75	-53.4	-418.6	0.80427961874139
3017.3	-53.4	-418.9	0.80765720834
3017.85	-53.2	-417.2	0.79924613279549
3018.4	-52.9	-414.8	0.78010340430831
3018.95	-52.9	-414.6	0.74807409471463
3019.5	-52.7	-413.1	0.70564952919621
3020.05	-52.5	-411.51	0.65990989593198
3020.6	-52.0	-407.9	0.61959770161074
3021.15	-51.8	-405.8	0.59107022930242
3021.7	-51.6	-404.1	0.5757117835906
3022.25	-51.2	-401.7	0.57153638434144
3022.8	-51.0	-399.9	0.57387119537889
3023.35	-51.1	-400.74	0.57592363200869
3023.9	-51.3	-401.75	0.57264522758162
3024.45	-51.2	-401.29	0.5580573607521
3025	-51.2	-401.25	0.53157051431091
3025.55	-50.8	-398.44	0.49493328679656
3026.1	-51.0	-400.05	0.45340855393007
3026.65	-50.8	-397.9	0.40836000213837
3027.2	-50.9	-399.2	0.36560586384901
3027.75	-50.6	-396.9	0.32925402156088
3028.3	-50.9	-398.5	0.30394824785863
3028.85	-51.0	-399.3	0.2901415480954
3029.4	-51.3	-401.9	0.28818698902599
3029.95	-51.5	-403.7	0.2937876612142
3030.5	-51.1	-400.4	0.30321576873291
3031.05	-51.4	-403.14	0.31406758290138
3031.6	-51.5	-403.37	0.32845892917379
3032.15	-51.1	-400.5	0.3501834027596
3032.7	-51.1	-400.1	0.39394546683921
3033.25	-51.5	-403.69	0.45596593172971
3033.8	-51.4	-402.9	0.53804062365485
3034.35	-51.6	-404.5	0.62882600128137
3034.9	-51.4	-402.9	0.73166917995789
3035.45	-51.4	-402.9	0.8406937418982
3036	-51.0	-399.6	0.96258632323765
3036.55	-51.7	-405.3	1.08632698199161
3037.1	-52.6	-412.5	1.22257707386818
3037.65	-53.4	-419	1.38185542371238
