#From Jouzel et al. (Science, 2007)
#Extrapolated for depths <=6.05 m
#Excess extrapolated for depth>=2151.6 m
#depth-top (m)	d18O (pm)	deut (pm)	d18OSW (pm)
1658.25	-49.8	-388.7	0.0039266686131
1658.8	-50.0	-389.7	0.00809441860231
1659.35	-49.5	-386	0.01237755739084
1659.9	-49.4	-385.1	0.01660471585
1660.45	-49.6	-387.6	0.02093754265935
1661	-49.0	-382.2	0.02544554937193
1661.55	-48.8	-380.9	0.02976838318566
1662.1	-49.2	-383.6	0.03403503746414
1662.65	-49.1	-382.7	0.03870555451388
1663.2	-48.4	-377.1	0.04332898354171
1663.75	-48.9	-381.2	0.04778514952274
1664.3	-48.4	-377.2	0.05250696197391
1664.85	-49.3	-383.5	0.05709983785532
1665.4	-48.8	-379.5	0.06218400274468
1665.95	-48.2	-377	0.06709017078157
1666.5	-48.8	-380.3	0.07221734108057
1667.05	-49.3	-384.8	0.07755380015193
1667.6	-49.4	-383.2	0.08362611088057
1668.15	-49.2	-382.6	0.08969696357647
1668.7	-48.7	-380.4	0.09593726120942
1669.25	-48.5	-378.9	0.10216409881194
1669.8	-49.4	-386.1	0.10835911093298
1670.35	-49.4	-384.7	0.11531488218543
1670.9	-49.2	-383.5	0.12219239766187
1671.45	-48.5	-378	0.1292201714203
1672	-48.0	-375.9	0.13580744666892
1672.55	-49.0	-381.2	0.14258196891923
1673.1	-48.5	-379.2	0.14988085702018
1673.65	-48.4	-378.1	0.15712369142041
1674.2	-49.1	-383.5	0.16438403630147
1674.75	-48.4	-378	0.17212484588431
1675.3	-48.2	-374.1	0.17934730271392
1675.85	-48.5	-376.1	0.18624762003976
1676.4	-48.6	-378.7	0.19342814394972
1676.95	-47.4	-369.1	0.20086123048009
1677.5	-48.4	-375.3	0.2074433703334
1678.05	-47.7	-371.8	0.2144693811036
1678.6	-47.6	-369.4	0.22121415221366
1679.15	-47.3	-368.7	0.22751049613336
1679.7	-48.2	-375.1	0.23375262609835
1680.25	-47.9	-371.4	0.24049665935496
1680.8	-48.3	-376	0.24695513807236
1681.35	-47.9	-374.3	0.25378368771009
1681.9	-48.2	-375.5	0.26056290111433
1682.45	-47.4	-368.7	0.26744566289195
1683	-48.7	-379.6	0.27366527325444
1683.55	-47.1	-366.1	0.28064006489443
1684.1	-47.6	-370.8	0.28656672541277
1684.65	-48.6	-377.4	0.2926968349384
1685.2	-47.5	-370.2	0.29933482221541
1685.75	-48.0	-373.9	0.30537863012369
1686.3	-46.8	-365.8	0.31167241528966
1686.85	-46.9	-366.2	0.31737509317618
1687.4	-47.0	-370.1	0.32301188451154
1687.95	-46.3	-365.2	0.32892208159326
1688.5	-47.2	-371.3	0.33452110147004
1689.05	-47.9	-375.7	0.34056654822976
1689.6	-47.4	-372.2	0.34694612954142
1690.15	-46.5	-365	0.35310754483369
1690.7	-46.2	-361.2	0.35876604173787
1691.25	-47.3	-370.2	0.36424623011646
1691.8	-47.8	-373.9	0.37043652374302
1692.35	-47.0	-368	0.37691137313149
1692.9	-46.8	-366.2	0.38268629970717
1693.45	-47.0	-366.6	0.38833447638154
1694	-47.8	-374.7	0.39401407368208
1694.55	-47.2	-370.8	0.40027514805004
1695.1	-47.2	-370.2	0.40625601617378
1695.65	-48.5	-379.4	0.41201301857848
1696.2	-47.4	-372.3	0.41842656331772
1696.75	-47.3	-371.4	0.42425372764899
1697.3	-46.7	-365.6	0.42996962647245
1697.85	-47.7	-373	0.4352919052692
1698.4	-48.0	-374.5	0.44083529900994
1698.95	-47.1	-368.6	0.44648322402443
1699.5	-47.4	-370.3	0.45172515313644
1700.05	-47.4	-370.4	0.45706474718847
1700.6	-46.8	-365.6	0.46238020883188
1701.15	-48.0	-377.1	0.46724476334614
1701.7	-47.9	-375	0.47282950913782
1702.25	-47.9	-375.6	0.47818382672602
1702.8	-46.8	-366.6	0.48354841511195
1703.35	-47.7	-372.1	0.4882992317359
1703.9	-47.9	-374.3	0.49324529240965
1704.45	-47.3	-370	0.49832733028963
1705	-47.6	-373	0.50308090367128
1705.55	-47.5	-372.6	0.5080090246386
1706.1	-47.5	-371.7	0.51275526865349
1706.65	-47.4	-372.2	0.51732502555687
1707.2	-47.6	-373.9	0.52188648250604
1707.75	-48.5	-380.8	0.52632957511176
1708.3	-48.0	-377.8	0.53115829920611
1708.85	-47.4	-370	0.53578055939272
1709.4	-47.4	-372.3	0.53999158332581
1709.95	-47.7	-374.6	0.54420590585252
1710.5	-47.5	-373.6	0.54844596844712
1711.05	-47.6	-371.9	0.55260097642581
1711.6	-48.2	-378.1	0.55654574941981
1712.15	-47.9	-375.6	0.5607972319036
1712.7	-47.7	-374.4	0.56492725262704
1713.25	-47.1	-371.4	0.56900203320679
1713.8	-48.8	-382.4	0.57275577721583
1714.35	-48.2	-379	0.57691332410569
1714.9	-47.9	-374.7	0.58094887006903
1715.45	-48.3	-378.5	0.58483638264749
1716	-48.4	-380.1	0.58888121394605
1716.55	-48.1	-375.8	0.59289601180863
1717.1	-48.0	-374.9	0.59671380890804
1717.65	-48.7	-381.4	0.60049466346209
1718.2	-48.5	-381.5	0.60458476176475
1718.75	-47.4	-371.7	0.60892001793249
1719.3	-49.3	-386.7	0.61282499897496
1719.85	-49.1	-384.4	0.61727224597689
1720.4	-48.3	-378.2	0.62147934568125
1720.95	-48.8	-381.8	0.62555901716746
1721.5	-49.0	-383	0.62993436871834
1722.05	-49.3	-385.7	0.63440241844675
1722.6	-49.2	-384.7	0.63904615726783
1723.15	-49.1	-384.9	0.64381748825662
1723.7	-49.3	-386	0.64877719456207
1724.25	-49.2	-385.4	0.65386028486412
1724.8	-49.9	-391.9	0.65896057347268
1725.35	-49.3	-388.2	0.66469784497915
1725.9	-49.1	-386.9	0.67034768926073
1726.45	-49.2	-387.9	0.6760571234306
1727	-49.3	-388.2	0.68190634365756
1727.55	-49.2	-385.9	0.68834237842026
1728.1	-49.4	-388.4	0.69477968429291
1728.65	-50.0	-392.4	0.70172487096526
1729.2	-49.4	-388	0.70908200974888
1729.75	-49.2	-387.4	0.71679237402973
1730.3	-49.5	-389.9	0.72450204785058
1730.85	-49.1	-385.7	0.73290159625299
1731.4	-49.7	-391.6	0.74098757016486
1731.95	-49.7	-390.9	0.75012612713128
1732.5	-50.8	-400.2	0.75953308642313
1733.05	-50.3	-397.1	0.77077913983656
1733.6	-50.2	-394.2	0.78247903036681
1734.15	-50.4	-396.8	0.79422169080691
1734.7	-50.4	-396.5	0.80700117386746
1735.25	-50.8	-399.5	0.82001075627987
1735.8	-50.6	-399	0.83425814271006
1736.35	-50.8	-400.4	0.84905657539446
1736.9	-50.9	-400.5	0.86458837403311
1737.45	-50.6	-398	0.88102214580748
1738	-51.7	-406.9	0.89718201623709
1738.55	-51.5	-405.3	0.91553930065343
1739.1	-50.7	-398.7	0.93406656165266
1739.65	-50.8	-399.5	0.95113536767365
1740.2	-50.4	-397.5	0.96743919111411
1740.75	-51.3	-402.1	0.98349567526732
1741.3	-51.2	-403.4	1.00059720002678
1741.85	-51.1	-403.1	1.01803283535133
1742.4	-51.9	-408.3	1.03545996895425
1742.95	-51.2	-402.1	1.05411507342635
1743.5	-51.9	-408.2	1.07127473142242
1744.05	-52.0	-408.9	1.08968006636215
1744.6	-51.5	-405.6	1.10830969352837
1745.15	-52.1	-410	1.12623282962954
1745.7	-52.0	-408.8	1.14510587986663
1746.25	-52.3	-411.6	1.16355314324495
1746.8	-52.2	-410.4	1.18245479261024
1747.35	-52.7	-415.2	1.2009510591635
1747.9	-52.6	-413.8	1.22032672536094
1748.45	-51.9	-407.1	1.23779808057858
1749	-51.8	-408.2	1.25340634931964
1749.55	-52.9	-417.2	1.26885995198731
1750.1	-52.9	-417	1.28541341352345
1750.65	-52.2	-410.2	1.30140916499687
1751.2	-51.7	-406.7	1.31575208828571
1751.75	-52.2	-410.9	1.32906521854555
1752.3	-52.8	-415.6	1.34275885949231
1752.85	-53.0	-417.5	1.35692598220513
1753.4	-53.3	-420.6	1.37097777929908
1753.95	-52.1	-410.5	1.38499819769279
1754.5	-53.2	-418.7	1.39718529448421
1755.05	-53.1	-417.6	1.41034153548237
1755.6	-53.2	-419.6	1.42286739311983
1756.15	-53.8	-422.7	1.43430721372063
1756.7	-52.9	-416.3	1.44563113990266
1757.25	-53.5	-422.1	1.4556358466338
1757.8	-53.5	-421.3	1.46574863945699
1758.35	-53.4	-421.2	1.47525213633454
1758.9	-53.9	-423.7	1.4845644367551
1759.45	-53.8	-423	1.49385013368902
1760	-53.7	-422.8	1.50266705743673
1760.55	-54.1	-426.1	1.51104454368259
1761.1	-54.0	-424.6	1.51930240451742
1761.65	-54.0	-425.9	1.52712663303533
1762.2	-54.4	-429.4	1.53510142546066
1762.75	-55.6	-438.2	1.54253565274857
1763.3	-54.5	-430	1.54964758447708
1763.85	-55.0	-434	1.55575978196674
1764.4	-55.1	-434.6	1.56189772333503
1764.95	-55.0	-434.3	1.56767767294299
1765.5	-55.1	-434.7	1.57286979521775
1766.05	-54.5	-430.7	1.5777738945769
1766.6	-54.4	-428.7	1.58253688401958
1767.15	-55.3	-435.8	1.58676814456394
1767.7	-55.0	-432.5	1.59111996227069
1768.25	-54.0	-426.8	1.59519106167468
1768.8	-54.8	-431.9	1.59810019250546
1769.35	-55.7	-437.9	1.60050530326794
1769.9	-55.1	-434.8	1.6030151075606
1770.45	-55.5	-438.3	1.60536150172294
1771	-55.8	-439.8	1.60745694514821
1771.55	-55.6	-440	1.60952138188157
1772.1	-55.4	-436.9	1.61160478630791
1772.65	-55.6	-438.3	1.61347420976229
1773.2	-55.1	-435.9	1.6153079666969
1773.75	-55.5	-437.9	1.61765814237119
1774.3	-55.7	-439.2	1.62013956970719
1774.85	-54.8	-431.6	1.62186702928442
1775.4	-54.6	-431.7	1.6240536631283
1775.95	-55.2	-436.6	1.62657256654695
1776.5	-55.4	-435.5	1.62936244021678
1777.05	-55.1	-433.4	1.63230651358975
1777.6	-55.3	-436.9	1.63531898469297
1778.15	-55.4	-438.3	1.6384027558125
1778.7	-55.0	-435.8	1.64175543310323
1779.25	-54.8	-433.2	1.64527824400817
1779.8	-55.3	-436.6	1.64872209901063
1780.35	-54.9	-434.9	1.65117789630036
1780.9	-55.4	-437.5	1.65330576762924
1781.45	-55.4	-437.7	1.65530290448292
1782	-54.9	-434	1.65710522934206
1782.55	-55.6	-439.6	1.65854418748149
1783.1	-55.8	-440.5	1.65968811647602
1783.65	-55.6	-439.1	1.66062197836746
1784.2	-56.0	-443	1.66142465577772
1784.75	-56.0	-440.8	1.6619844616989
1785.3	-55.7	-440	1.66261650248949
1785.85	-56.1	-442.3	1.66257985263499
1786.4	-55.4	-438.9	1.66183491027509
1786.95	-55.4	-437.5	1.66060980307527
1787.5	-55.3	-437.6	1.65889779617082
1788.05	-55.5	-439.3	1.65696933653985
1788.6	-56.0	-441	1.65439566413336
1789.15	-55.4	-437	1.65155412998703
1789.7	-55.8	-440.9	1.64864731269562
1790.25	-55.0	-434.1	1.64536690253909
1790.8	-55.7	-441.2	1.64220216937095
1791.35	-55.6	-440.7	1.63858099385189
1791.9	-55.2	-436.8	1.6348936615133
1792.45	-55.2	-435.3	1.63117656162541
1793	-55.7	-440.4	1.6277719742649
1793.55	-55.5	-438	1.62418373047806
1794.1	-55.6	-440.1	1.62066092901812
1794.65	-55.7	-440.8	1.61715390496933
1795.2	-55.7	-441	1.61365458950729
1795.75	-55.5	-438.5	1.61045353067282
1796.3	-55.6	-439	1.60705202505085
1796.85	-55.1	-436.2	1.60334374762984
1797.4	-55.4	-438.8	1.59963129767575
1797.95	-56.2	-442	1.59587233554245
1798.5	-54.8	-433.9	1.59168484673685
1799.05	-54.9	-433.6	1.58813995269289
1799.6	-55.4	-437	1.58423441864307
1800.15	-54.8	-432.8	1.58053241678159
1800.7	-55.5	-436.4	1.57693692120364
1801.25	-55.8	-438.6	1.57355711690488
1801.8	-55.8	-441.7	1.57030979551158
1802.35	-55.4	-437.6	1.56773662389975
1802.9	-55.5	-438.2	1.56570333265479
1803.45	-55.1	-434.8	1.56389961381184
1804	-55.1	-435.5	1.56212401408748
1804.55	-54.6	-431.8	1.56111438258912
1805.1	-55.3	-435.3	1.56067206050081
1805.65	-55.5	-439.4	1.56048495659306
1806.2	-55.8	-439	1.56037871270025
1806.75	-56.0	-440.2	1.56046274803671
1807.3	-55.2	-434.1	1.56114213231019
1807.85	-54.7	-430.8	1.56173840954189
1808.4	-55.4	-437	1.56206168324954
1808.95	-55.9	-440.6	1.56230371637672
1809.5	-55.3	-436	1.56262888001832
1810.05	-55.9	-440.5	1.56275434700907
1810.6	-55.7	-439.2	1.56253765216645
1811.15	-55.2	-434.3	1.56209495303454
1811.7	-54.9	-431.7	1.56146651933486
1812.25	-55.4	-435.7	1.56108028333399
1812.8	-55.3	-436	1.5608119412808
1813.35	-55.5	-436.8	1.5607
1813.9	-55.0	-433.5	1.56077039010685
1814.45	-55.5	-436.8	1.56101258380243
1815	-55.3	-435.6	1.5611
1815.55	-55.1	-433.4	1.56086386864869
1816.1	-55.9	-439.8	1.56064125742261
1816.65	-55.3	-435.3	1.55989491103444
1817.2	-55.2	-434.6	1.55879550146266
1817.75	-55.0	-433.5	1.55804377445831
1818.3	-55.7	-440	1.55752528687877
1818.85	-55.4	-436.4	1.55655583455735
1819.4	-55.7	-438.9	1.5554778893955
1819.95	-56.1	-441.9	1.55403508076885
1820.5	-55.8	-439	1.55232011564621
1821.05	-54.8	-430.3	1.55085247821627
1821.6	-55.1	-434.6	1.54993380355912
1822.15	-55.4	-437	1.5487414779821
1822.7	-55.4	-436.1	1.54762227419116
1823.25	-55.2	-433.9	1.54724832604561
1823.8	-55.3	-435.2	1.54730891074854
1824.35	-54.2	-426.9	1.5474
1824.9	-55.4	-436.1	1.5474
1825.45	-54.8	-432	1.5474
1826	-55.1	-433.5	1.54715747240656
1826.55	-54.6	-431.3	1.547
1827.1	-55.5	-435.7	1.54674423944806
1827.65	-55.7	-437.9	1.54590132935524
1828.2	-55.8	-438.9	1.5450487670647
1828.75	-55.8	-439.5	1.54418742278676
1829.3	-55.7	-437.2	1.54289508797096
1829.85	-55.9	-439.1	1.54128685273415
1830.4	-55.2	-434.7	1.53978474371998
1830.95	-54.7	-430.2	1.53799692314886
1831.5	-54.7	-430.3	1.53602096122026
1832.05	-55.2	-435.5	1.53414072949328
1832.6	-55.0	-432.2	1.53199065529236
1833.15	-54.5	-429.1	1.52956012745495
1833.7	-55.2	-433.9	1.52747599013553
1834.25	-55.3	-435.2	1.52518676652418
1834.8	-55.5	-436.6	1.52267885369578
1835.35	-55.5	-436.2	1.51984144602075
1835.9	-55.1	-432.2	1.51667317605209
1836.45	-55.4	-435.2	1.51322492244549
1837	-55.5	-436.2	1.50968705806916
1837.55	-55.3	-434.9	1.50603117157929
1838.1	-55.6	-437.3	1.50237858489801
1838.65	-55.3	-433.5	1.49964008921355
1839.2	-55.2	-433.5	1.4971318109559
1839.75	-54.5	-427.7	1.49505426034484
1840.3	-55.0	-433.4	1.49342410023478
1840.85	-54.6	-427.8	1.49204369707113
1841.4	-54.6	-429.1	1.4908467345535
1841.95	-54.3	-428.3	1.48993632505225
1842.5	-54.6	-428	1.48867371272652
1843.05	-54.4	-427.8	1.48744933733213
1843.6	-54.6	-429.3	1.48570918079586
1844.15	-54.5	-428.5	1.48370620819673
1844.7	-54.9	-431.6	1.48127171426149
1845.25	-54.9	-431.6	1.47807336321958
1845.8	-55.0	-430.2	1.47488887191092
1846.35	-54.9	-431.5	1.47132192750732
1846.9	-54.8	-430.9	1.46729622589067
1847.45	-54.9	-432.3	1.46301149890479
1848	-55.1	-433	1.45847721973232
1848.55	-54.9	-430.9	1.45384499594125
1849.1	-54.7	-429.3	1.44925386100816
1849.65	-55.1	-435.1	1.44470538042535
1850.2	-54.3	-428.4	1.43982363057672
1850.75	-54.9	-432	1.43589747879378
1851.3	-55.3	-432.6	1.43174770335141
1851.85	-54.9	-432.3	1.42762861912183
1852.4	-55.1	-433	1.42364866200874
1852.95	-55.2	-433.3	1.41984983852957
1853.5	-55.0	-434	1.41617653025254
1854.05	-54.9	-432.1	1.4124180317794
1854.6	-54.7	-431	1.40852556801796
1855.15	-54.9	-432.4	1.40488923008078
1855.7	-54.9	-430.8	1.4011351371309
1856.25	-54.7	-429.4	1.39783408563894
1856.8	-54.7	-431.1	1.39477723641307
1857.35	-55.2	-435.3	1.3920585123602
1857.9	-55.0	-433.4	1.38971473859861
1858.45	-55.0	-433.7	1.38824259021629
1859	-55.0	-433.7	1.38713318166244
1859.55	-55.2	-434.9	1.38694160848123
1860.1	-55.5	-438.4	1.3878001960016
1860.65	-55.0	-433.9	1.38958037557246
1861.2	-55.0	-433.8	1.39189063590384
1861.75	-54.8	-432.29	1.39452994216237
1862.3	-55.1	-434.3	1.39736960052352
1862.85	-55.4	-436.7	1.40032148771977
1863.4	-55.9	-441.2	1.40357036220516
1863.95	-55.8	-440.6	1.40705394210041
1864.5	-55.2	-434.7	1.4099938385119
1865.05	-55.4	-435.7	1.41265215215688
1865.6	-55.5	-437.2	1.41572124448561
1866.15	-55.6	-438.4	1.41941797260577
1866.7	-56.0	-442.4	1.42337333972952
1867.25	-55.9	-440.9	1.42726843142819
1867.8	-55.9	-439	1.43094469200436
1868.35	-56.1	-441.3	1.43463063242719
1868.9	-56.0	-440.3	1.43771081440116
1869.45	-55.7	-437.6	1.44066758097227
1870	-55.7	-437.9	1.44353331023518
1870.55	-56.1	-442.3	1.44621940946299
1871.1	-55.6	-436.9	1.44871177079338
1871.65	-55.6	-437	1.45118236424973
1872.2	-55.7	-438.5	1.45397341361323
1872.75	-55.9	-440.7	1.45684787191244
1873.3	-56.5	-446.4	1.45942422387235
1873.85	-56.7	-447.1	1.46224169231864
1874.4	-56.3	-444.34	1.46612010588905
1874.95	-55.6	-439.5	1.47047741455672
1875.5	-55.9	-440.6	1.47463320988786
1876.05	-56.2	-444.6	1.47918966795191
1876.6	-55.4	-438	1.48353788939504
1877.15	-56.0	-440.5	1.48725788558435
1877.7	-55.8	-439.5	1.48991422080055
1878.25	-55.8	-438.7	1.49141356305845
1878.8	-56.4	-444.1	1.49197863250472
1879.35	-56.0	-441.9	1.49170208230665
1879.9	-55.5	-436.5	1.49008422255211
1880.45	-55.3	-437.4	1.48774633373645
1881	-55.8	-439.85	1.48508056607333
1881.55	-55.6	-437.8	1.48219372319962
1882.1	-56.0	-441.2	1.47927026142842
1882.65	-55.8	-440.7	1.47639840588844
1883.2	-55.9	-441.1	1.47326343503593
1883.75	-56.5	-445.4	1.46979497349934
1884.3	-56.0	-441.4	1.46639353718348
1884.85	-55.2	-435.6	1.4632723266304
1885.4	-55.0	-434.4	1.460518101837
1885.95	-54.8	-432.3	1.45799179000251
1886.5	-54.5	-430.6	1.45527160565129
1887.05	-53.7	-423.1	1.45285698182645
1887.6	-54.0	-425.9	1.45066405453695
1888.15	-53.4	-421.1	1.4483427754248
1888.7	-54.3	-427.9	1.446169109149
1889.25	-54.7	-431.7	1.44375759833079
1889.8	-54.4	-428.7	1.44163549095319
1890.35	-54.2	-428.3	1.44017196714594
1890.9	-54.7	-430.5	1.43922764380448
1891.45	-54.6	-431	1.43865803075376
1892	-54.7	-432.17	1.4383
1892.55	-55.1	-434.51	1.43850868570652
1893.1	-54.7	-431.46	1.43923160386519
1893.65	-54.6	-431.52	1.44004190112679
1894.2	-54.7	-430.99	1.4411337852197
1894.75	-54.8	-432.9	1.44229608433335
1895.3	-54.6	-432.1	1.4435956655894
1895.85	-54.9	-432.1	1.44479622690862
1896.4	-55.2	-435.7	1.44609686922646
1896.95	-55.0	-434.8	1.44785777368893
1897.5	-55.3	-435.3	1.44976271412767
1898.05	-55.2	-436.1	1.45131188125981
1898.6	-55.2	-434.7	1.45316495573465
1899.15	-55.9	-441	1.45484385031965
1899.7	-55.7	-440	1.45644198981318
1900.25	-55.2	-435.5	1.45790296120477
1900.8	-54.4	-430.1	1.45915325552732
1901.35	-54.1	-428.2	1.46022144772274
1901.9	-54.7	-431.9	1.46143648981843
1902.45	-53.9	-427	1.46232328271045
1903	-54.0	-426.3	1.46302978618466
1903.55	-53.9	-424.9	1.4632
1904.1	-53.9	-425.4	1.4629577520539
1904.65	-53.7	-423.8	1.4621896635951
1905.2	-54.2	-428	1.461123045396
1905.75	-53.9	-423.49	1.45932196635263
1906.3	-54.4	-430.5	1.45724069769389
1906.85	-54.9	-433.5	1.45427093251858
1907.4	-54.3	-427.5	1.45058071078934
1907.95	-54.2	-428.3	1.44629948585695
1908.5	-54.2	-427.8	1.44146062571811
1909.05	-54.3	-428	1.43634575172786
1909.6	-54.8	-431.2	1.43074998925219
1910.15	-54.3	-429.2	1.42475362028661
1910.7	-55.4	-438.1	1.41815203549334
1911.25	-55.4	-437.7	1.41054944638521
1911.8	-54.4	-430.9	1.40240515321834
1912.35	-54.5	-429.2	1.39454009366005
1912.9	-55.3	-437	1.38655692241249
1913.45	-56.0	-442.41	1.37735047026831
1914	-55.8	-440.3	1.36744262862205
1914.55	-56.1	-443.7	1.3582124218903
1915.1	-56.0	-441.5	1.34870661810859
1915.65	-55.5	-437	1.3394214164713
1916.2	-55.7	-438.5	1.33100020981424
1916.75	-55.6	-439.3	1.32238885792822
1917.3	-55.8	-438	1.31378720144724
1917.85	-55.3	-436.3	1.3053095033557
1918.4	-56.1	-442	1.29728666170426
1918.95	-55.9	-440.39	1.28925147724227
1919.5	-55.8	-438.7	1.28188016347027
1920.05	-54.9	-433.4	1.27461994297665
1920.6	-55.3	-436	1.26842182742177
1921.15	-55.8	-439.3	1.26241863208431
1921.7	-55.5	-437.2	1.25651809363996
1922.25	-55.4	-436	1.25135480257346
1922.8	-55.3	-434.9	1.24723456664255
1923.35	-56.0	-441.48	1.24442891361359
1923.9	-55.6	-438.2	1.24274051608655
1924.45	-55.4	-435.8	1.24205757205897
1925	-55.0	-432.7	1.24235652070851
1925.55	-55.6	-438.6	1.24339703666528
1926.1	-55.6	-437	1.24493514426927
1926.65	-55.9	-440.3	1.2467655083158
1927.2	-54.9	-431.2	1.24975379737089
1927.75	-55.1	-432.6	1.25286685915496
1928.3	-55.1	-432.2	1.25637015736873
1928.85	-54.9	-432.3	1.25992984267227
1929.4	-54.7	-431	1.26359095754551
1929.95	-54.6	-428.8	1.26697040174422
1930.5	-55.3	-434.7	1.27001346888683
1931.05	-54.9	-431.4	1.27261510298174
1931.6	-54.7	-429.9	1.27514074269419
1932.15	-54.1	-424.8	1.27723919126635
1932.7	-54.4	-427.6	1.27857414975339
1933.25	-53.9	-423.2	1.27979033561623
1933.8	-53.7	-421.8	1.28065657889691
1934.35	-54.5	-427.4	1.28094853150972
1934.9	-54.7	-429.4	1.28076454961638
1935.45	-54.3	-425.6	1.28009220705035
1936	-54.6	-426.9	1.27859317502202
1936.55	-55.4	-435.8	1.2774201093666
1937.1	-55.2	-434.3	1.27577950283927
1937.65	-54.3	-425.6	1.27382804640399
1938.2	-54.5	-426.3	1.27186174599091
1938.75	-54.4	-425.8	1.26938841541967
1939.3	-54.7	-427.6	1.26640084597466
1939.85	-55.0	-432.1	1.26302420577703
1940.4	-55.0	-432.7	1.25866551522282
1940.95	-55.1	-432.2	1.25430528856257
1941.5	-54.6	-426.7	1.24968982473684
1942.05	-54.2	-426.4	1.24510119979177
1942.6	-55.6	-435.2	1.23993632122441
1943.15	-55.2	-432.9	1.23352942897545
1943.7	-55.4	-434.5	1.22664279994494
1944.25	-55.4	-435.84	1.21880324376752
1944.8	-55.5	-436.91	1.21039077143292
1945.35	-55.5	-435.8	1.20171833021132
1945.9	-55.6	-436.73	1.19342200512251
1946.45	-55.5	-435.83	1.18464894501418
1947	-55.5	-436.22	1.17609500794387
1947.55	-55.7	-437.82	1.16743773907753
1948.1	-55.8	-438.58	1.15884861705117
1948.65	-55.5	-436	1.15058520555033
1949.2	-55.7	-436.9	1.14287086136063
1949.75	-55.1	-431.6	1.13596759154958
1950.3	-54.8	-429	1.13022519018523
1950.85	-54.4	-426.4	1.12528711772803
1951.4	-53.9	-423.3	1.12117016131368
1951.95	-54.3	-427	1.11793178887129
1952.5	-53.8	-422.6	1.11546304399498
1953.05	-53.6	-422.1	1.11349183473859
1953.6	-54.4	-427.24	1.11208827496107
1954.15	-54.1	-423.7	1.11104047435459
1954.7	-54.8	-429.8	1.11099387183156
1955.25	-54.5	-427.7	1.11187262337971
1955.8	-55.2	-431.9	1.11318523189336
1956.35	-54.4	-427.47	1.11585177109241
1956.9	-55.2	-432	1.11888615433051
1957.45	-55.2	-433.1	1.12268895788347
1958	-55.9	-438.1	1.12678950598135
1958.55	-55.0	-431.7	1.13153472217544
1959.1	-55.6	-436.2	1.13580270907523
1959.65	-55.2	-433	1.14054951461527
1960.2	-55.6	-436.45	1.14519489469254
1960.75	-55.7	-436.5	1.15004178451867
1961.3	-56.0	-439.7	1.1551583928677
1961.85	-55.7	-437.4	1.16029297505876
1962.4	-55.6	-435.9	1.16581352577695
1962.95	-55.5	-435.4	1.1711960529402
1963.5	-55.7	-436.2	1.17616446820347
1964.05	-55.3	-434.35	1.18070547561853
1964.6	-55.7	-437.81	1.18493067913924
1965.15	-55.3	-432.8	1.18910040647525
1965.7	-55.7	-435.4	1.19265306742403
1966.25	-55.2	-431.7	1.19626243588876
1966.8	-55.3	-434.7	1.1994115202174
1967.35	-55.7	-438	1.20171623032773
1967.9	-55.0	-432.2	1.20401782387418
1968.45	-55.4	-433.2	1.20576985170532
1969	-55.5	-435.2	1.20741061313424
1969.55	-55.5	-436.43	1.20913538336346
1970.1	-56.1	-440.9	1.21118881937131
1970.65	-56.3	-440.8	1.2132651293464
1971.2	-56.4	-443	1.21598093054132
1971.75	-55.9	-439.2	1.21718130824196
1972.3	-56.0	-438.8	1.21820171086926
1972.85	-56.1	-439.7	1.21901211540978
1973.4	-56.3	-440.9	1.21968759113246
1973.95	-55.8	-437.3	1.22058345809137
1974.5	-55.7	-437.3	1.22155894398913
1975.05	-55.6	-436.3	1.22243130521966
1975.6	-54.9	-429.2	1.22199290969642
1976.15	-54.8	-428.3	1.22173416042599
1976.7	-53.8	-421.1	1.22115923205223
1977.25	-54.1	-425.5	1.22071799795654
1977.8	-54.9	-428.6	1.22035639347008
1978.35	-54.5	-428.09	1.21956737149116
1978.9	-54.6	-427.2	1.21912546183482
1979.45	-55.4	-435.2	1.2184145572126
1980	-54.1	-422.5	1.21721152573959
1980.55	-53.7	-421.7	1.21510821846712
1981.1	-53.7	-419.8	1.21274014592384
1981.65	-53.9	-423.37	1.21054117556287
1982.2	-54.0	-422.5	1.20818658707254
1982.75	-54.1	-425.4	1.20573304483287
1983.3	-54.3	-426.7	1.20327543430089
1983.85	-54.7	-427.6	1.20118142948195
1984.4	-53.9	-423	1.20017299712975
1984.95	-54.7	-429.5	1.19896336113956
1985.5	-54.7	-429	1.19724015321878
1986.05	-54.7	-429.8	1.19603990916966
1986.6	-55.0	-432.3	1.19510204168239
1987.15	-55.5	-435.8	1.19473493408037
1987.7	-56.1	-439.73	1.19489174719409
1988.25	-55.9	-436.6	1.1965600355394
1988.8	-56.2	-440.7	1.19893433742129
1989.35	-56.0	-439.2	1.19992511760904
1989.9	-55.9	-436.9	1.20111648981339
1990.45	-55.1	-430.4	1.20291029566027
1991	-56.2	-441.47	1.20443629267738
1991.55	-55.8	-438.1	1.20715212634253
1992.1	-55.3	-432.5	1.20916306963556
1992.65	-55.8	-437.3	1.21092118586574
1993.2	-56.1	-439.4	1.21363668028574
1993.75	-56.4	-439.9	1.21425462577375
1994.3	-56.3	-441.94	1.21520617628085
1994.85	-55.5	-436.38	1.2162887255044
1995.4	-56.1	-438.8	1.21735411589092
1995.95	-55.7	-437.6	1.21880327941905
