#This is the raw Datice output, not the official AICC2012 file.
#Depth (m)	Ice age (a B1950)	Ice age std (a)	Gas age (a B1950)	Gas age std (a)	Accu. Rate (m ie)	Thinning	LIDIE (m ie)
1244.1	87814.5	1373.26	84609.9	1719.01	0.0162	0.5868	63.16
1245.75	87988.1	1371.17	84789.5	1767.86	0.018	0.5867	64.37
1247.4	88144.2	1369.2	84861.3	1790.62	0.0174	0.5859	63.03
1249.05	88305.8	1367.42	85059.8	1756.61	0.0177	0.5846	62.91
1250.7	88465	1365.75	85204.7	1760.01	0.0176	0.584	63.12
1252.35	88625.5	1364.26	85330.3	1732.58	0.0182	0.5832	63.56
1254	88781.1	1362.79	85444	1754.08	0.0175	0.5824	61.81
1255.65	88943.2	1361.51	85666.5	1749.05	0.0175	0.5813	61.81
1257.3	89105.3	1360.46	85811.4	1694.68	0.0178	0.5805	61.35
1258.95	89264.7	1359.71	85975.1	1735.31	0.0188	0.5798	62.5
1260.6	89415.8	1359.24	86057	1709.71	0.0191	0.5787	61.12
1262.25	89565.3	1359.04	86271.6	1701.44	0.0178	0.5779	61
1263.9	89726	1359.29	86423.8	1699.05	0.0185	0.5773	60.86
1265.55	89880.1	1359.97	86579.3	1655.26	0.0197	0.5767	59.73
1267.2	90025.4	1361.13	86783.6	1651.79	0.0187	0.5758	60.59
1268.85	90178.8	1362.8	86886.6	1664.79	0.0189	0.5751	60.27
1270.5	90330.6	1364.94	87052.7	1680.61	0.0194	0.5742	59.98
1272.15	90478.7	1367.51	87221.2	1658.37	0.0199	0.5732	59.45
1273.8	90623.6	1370.64	87408.6	1657.16	0.019	0.5726	58.53
1275.45	90775.3	1374.29	87610.9	1701.98	0.0188	0.5719	60.08
1277.1	90929.1	1378.5	87685.1	1776.86	0.0186	0.5716	59.43
1278.75	91084.5	1383.51	87886.3	1706.32	0.0174	0.5711	58.27
1280.4	91250.4	1388.48	88117.9	1712.18	0.019	0.5702	56.98
1282.05	91402.5	1393.58	88354.9	1716.07	0.019	0.5685	57.19
1283.7	91555.1	1398.9	88512.3	1687.18	0.0182	0.5669	56.84
1285.35	91715.3	1404.21	88699	1691.29	0.0179	0.5653	55.98
1287	91878.1	1409	88914	1697.48	0.0191	0.5649	56.97
1288.65	92031.1	1413.59	89023.4	1671.86	0.0184	0.5641	56.26
1290.3	92190.2	1417.65	89227.4	1631.4	0.0191	0.5632	56.02
1291.95	92343.9	1421.17	89397.5	1614.53	0.0199	0.562	55.85
1293.6	92491.6	1424.37	89561.6	1650.54	0.0193	0.5612	56.49
1295.25	92644.2	1427.02	89692	1624.71	0.0204	0.5599	57.26
1296.9	92789	1429.26	89814.2	1605.99	0.0204	0.5587	56.03
1298.55	92934.1	1431.12	90029.2	1595.82	0.0207	0.5578	55.8
1300.2	93076.9	1432.64	90199.6	1602.11	0.021	0.5567	57.31
1301.85	93217.8	1433.91	90279.7	1587.43	0.0202	0.5556	56.85
1303.5	93365.1	1434.92	90457.4	1585.69	0.0205	0.5545	55.06
1305.15	93510.5	1435.71	90698.9	1591.58	0.0212	0.5532	55.73
1306.8	93650.9	1436.36	90823.6	1600.9	0.0213	0.552	56.71
1308.45	93791.4	1436.94	90933.6	1616.93	0.0203	0.5509	54.82
1310.1	93938.9	1437.5	91200.1	1580.58	0.021	0.5497	54.82
1311.75	94081.7	1438.11	91362.5	1594.76	0.0208	0.5486	54.02
1313.4	94226.1	1438.81	91561.3	1592.81	0.0211	0.5474	52.02
1315.05	94368.7	1439.6	91836.1	1576.42	0.0206	0.5463	52.94
1316.7	94515	1440.48	91950.6	1592.28	0.0203	0.5451	53.5
1318.35	94663.9	1441.4	92082.7	1571.54	0.0201	0.5441	52.32
1320	94814.5	1442.35	92305.1	1552.66	0.019	0.5433	51.7
1321.65	94974.3	1443.17	92488.3	1568.2	0.0227	0.5427	52.92
1323.3	95108.5	1443.92	92582	1551.03	0.0217	0.5422	51.95
1324.95	95248.8	1444.6	92778.7	1559.36	0.0206	0.5416	52.38
1326.6	95396.3	1445.18	92906.5	1565.61	0.0191	0.541	53.02
1328.25	95555.7	1445.63	93022.2	1565.3	0.0189	0.5405	52.44
1329.9	95716.8	1445.94	93192.6	1585.26	0.0191	0.5401	52.88
1331.55	95877.1	1446.17	93319.5	1587.68	0.0191	0.5396	53.29
1333.2	96036.8	1446.36	93448.1	1577.35	0.0196	0.5394	53.58
1334.85	96193.2	1446.53	93578.4	1578.6	0.0189	0.5388	53.65
1336.5	96355.3	1446.74	93718.6	1586.51	0.0198	0.5384	53.06
1338.15	96510.1	1447	93892.7	1579.16	0.0187	0.5381	53.9
1339.8	96674	1447.35	93999.5	1581.68	0.0186	0.5378	54.44
1341.45	96838.6	1447.83	94118.5	1578.5	0.019	0.5375	54.81
1343.1	96999.9	1448.46	94246.6	1582.04	0.0192	0.5372	54.2
1344.75	97160.1	1449.22	94420.5	1589.08	0.0187	0.5369	55.39
1346.4	97324.4	1450.06	94511.4	1596.71	0.0194	0.5367	55.53
1348.05	97482.7	1450.95	94654.5	1603.2	0.0199	0.5366	56.24
1349.7	97637.2	1451.89	94771.1	1619.1	0.0194	0.5365	56.14
1351.35	97795.9	1452.85	94933.5	1569.72	0.0193	0.5366	56.26
1353	97954.9	1453.8	95068.5	1579.43	0.0206	0.5367	56.25
1354.65	98104.4	1454.77	95207.2	1587.72	0.0193	0.5366	55.51
1356.3	98263.6	1455.68	95388.4	1608.29	0.0207	0.5368	59.47
1357.95	98412.3	1456.55	95345.1	1635.18	0.0205	0.5372	58.85
1359.6	98562.4	1457.39	95529.8	1645.01	0.0204	0.5381	58.52
1361.25	98712.6	1458.18	95703.1	1641.98	0.0216	0.5387	57.7
1362.9	98854.1	1458.96	95903.1	1649.37	0.0203	0.5388	58.4
1364.55	99004.9	1459.76	96026	1661.48	0.0208	0.5402	59.25
1366.2	99151.8	1460.6	96130.5	1684.56	0.021	0.5398	60.22
1367.85	99297.3	1461.55	96242.1	1704.17	0.0203	0.5413	61.39
1369.5	99447.6	1462.6	96332.3	1702.92	0.021	0.5414	60.62
1371.15	99592.7	1463.75	96528.1	1705.87	0.022	0.5414	61.82
1372.8	99731.4	1465.02	96627.7	1694.53	0.0225	0.5417	61.01
1374.45	99866.9	1466.43	96833.6	1670.66	0.022	0.542	60.26
1376.1	100005	1467.91	97032.8	1669.23	0.0225	0.542	61.15
1377.75	100140	1469.44	97145.9	1675.08	0.0231	0.5419	61.04
1379.4	100272	1471.02	97316.6	1649.04	0.0232	0.5423	60.6
1381.05	100403	1472.63	97495	1651.93	0.0235	0.5426	61.06
1382.7	100533	1474.28	97625.2	1661.96	0.0231	0.5425	60.93
1384.35	100664	1475.91	97790.4	1635.22	0.0237	0.5424	60.19
1386	100793	1477.56	97986.5	1655.26	0.023	0.5419	60.38
1387.65	100925	1479.15	98131.5	1624.81	0.0228	0.5413	60.18
1389.3	101059	1480.58	98301.7	1623.38	0.0246	0.5407	60.17
1390.95	101183	1481.88	98454.4	1623.37	0.0256	0.5409	60
1392.6	101302	1483.19	98611.8	1606.31	0.0236	0.5403	60.13
1394.25	101432	1484.42	98756.3	1630.64	0.0232	0.5392	60.69
1395.9	101564	1485.56	98879.5	1645.72	0.0234	0.5392	61.89
1397.55	101694	1486.62	98971.2	1649.99	0.0229	0.5382	62.94
1399.2	101828	1487.57	99074.3	1662.29	0.023	0.5374	63.91
1400.85	101961	1488.41	99178.5	1685.02	0.0218	0.5366	63.45
1402.5	102102	1489.07	99352.3	1679.99	0.0224	0.5354	63.12
1404.15	102240	1489.53	99523.1	1672.37	0.022	0.5343	62.66
1405.8	102380	1489.77	99690.9	1678.85	0.0213	0.533	62.61
1407.45	102526	1489.77	99836.2	1696.27	0.0211	0.5325	61.93
1409.1	102672	1489.5	100007	1703.85	0.02	0.5319	61.37
1410.75	102828	1488.95	100169	1722.43	0.0186	0.5304	61.77
1412.4	102995	1488.3	100291	1740.81	0.0184	0.5292	62.77
1414.05	103164	1487.76	100386	1739.88	0.0192	0.5283	63.37
1415.7	103327	1487.37	100495	1736.61	0.0197	0.5273	63.46
1417.35	103486	1487.14	100627	1711.88	0.0194	0.5265	64.01
1419	103647	1487.12	100738	1711.1	0.0197	0.5258	64.57
1420.65	103806	1487.27	100848	1702.54	0.0198	0.5251	65.13
1422.3	103965	1487.61	100962	1665.23	0.0207	0.524	65.73
1423.95	104117	1488.12	101075	1649.07	0.0207	0.5229	66.14
1425.6	104269	1488.81	101188	1678.49	0.0211	0.5216	66.42
1427.25	104419	1489.73	101303	1683.58	0.0198	0.5194	65.81
1428.9	104580	1490.87	101469	1682.13	0.0204	0.5178	65.59
1430.55	104736	1492.15	101618	1690.23	0.0207	0.5164	65.29
1432.2	104891	1493.61	101770	1678.86	0.0198	0.5142	64.97
1433.85	105052	1495.06	101928	1691.04	0.0211	0.5121	65.8
1435.5	105205	1496.56	102043	1667.27	0.021	0.5104	65.9
1437.15	105359	1498.02	102187	1655.86	0.0215	0.5087	64.96
1438.8	105509	1499.44	102377	1656.66	0.0221	0.5067	64.45
1440.45	105657	1500.81	102556	1669.38	0.0231	0.5048	64.21
1442.1	105799	1502.31	102728	1688.73	0.0213	0.503	62.37
1443.75	105953	1503.91	102992	1679.78	0.0209	0.5011	60.85
1445.4	106110	1505.64	103249	1683.18	0.0206	0.4992	59.71
1447.05	106271	1507.54	103476	1712.04	0.02	0.4972	60.06
1448.7	106437	1509.6	103631	1737.56	0.0195	0.4952	60.92
1450.35	106608	1511.76	103761	1734.29	0.0196	0.4932	60.18
1452	106778	1514.16	103967	1748.07	0.0185	0.4912	59.04
1453.65	106960	1516.89	104182	1753.63	0.0178	0.4893	58.08
1455.3	107149	1520.2	104386	1788.4	0.0172	0.4874	57.36
1456.95	107346	1524.27	104589	1790.28	0.0168	0.4855	56.82
1458.6	107548	1528.78	104780	1815.68	0.017	0.4834	56.52
1460.25	107749	1533.55	104962	1777.4	0.0168	0.4814	56.64
1461.9	107952	1538.24	105125	1782.56	0.0168	0.4797	57.96
1463.55	108157	1542.48	105228	1750.73	0.0177	0.478	57.41
1465.2	108352	1546.35	105415	1713.52	0.0174	0.4763	55.59
1466.85	108551	1549.7	105650	1692.52	0.0182	0.4746	56.26
1468.5	108742	1552.8	105773	1722.81	0.0177	0.473	57.04
1470.15	108940	1555.67	105899	1732.78	0.0181	0.4714	58.04
1471.8	109133	1558.35	106018	1739.28	0.018	0.47	60.1
1473.45	109328	1560.78	106092	1761.7	0.018	0.4685	62.4
1475.1	109523	1563	106156	1775.86	0.0177	0.467	62.16
1476.75	109723	1565.01	106338	1784.22	0.018	0.4659	61.76
1478.4	109920	1566.91	106533	1778.38	0.0177	0.4646	61.29
1480.05	110121	1568.83	106735	1813.9	0.0173	0.4633	61.46
1481.7	110327	1570.81	106913	1847.06	0.0172	0.4621	61.94
1483.35	110534	1572.82	107083	1882.34	0.0171	0.461	62.31
1485	110743	1574.77	107265	1900.39	0.017	0.4593	62.09
1486.65	110955	1576.61	107491	1881.22	0.0168	0.4577	61.76
1488.3	111170	1578.29	107722	1883.96	0.0168	0.4558	61.43
1489.95	111386	1579.78	107958	1836.65	0.0174	0.4542	61.24
1491.6	111594	1581.04	108185	1833.14	0.0181	0.4526	61.19
1493.25	111795	1582.15	108395	1797.92	0.0172	0.451	60.83
1494.9	112008	1583.14	108623	1798.92	0.0175	0.4494	60.61
1496.55	112218	1584	108839	1780.63	0.0185	0.448	61.05
1498.2	112417	1584.74	109021	1771.66	0.0177	0.4468	61.09
1499.85	112625	1585.37	109222	1748.37	0.0182	0.4458	59.6
1501.5	112829	1585.91	109503	1736.08	0.0195	0.4447	59.02
1503.15	113020	1586.38	109741	1727.52	0.0198	0.4436	60.21
1504.8	113207	1586.83	109883	1724.21	0.0206	0.4427	60.95
1506.45	113388	1587.26	110050	1721.86	0.0201	0.4418	61.16
1508.1	113574	1587.67	110249	1721.29	0.0204	0.441	60.63
1509.75	113757	1588.11	110491	1723.69	0.0204	0.4404	60.24
1511.4	113941	1588.55	110727	1729.06	0.0223	0.4402	60.51
1513.05	114109	1588.99	110925	1735.21	0.0216	0.4408	60.6
1514.7	114282	1589.42	111129	1738.19	0.0225	0.4408	61.01
1516.35	114448	1589.83	111321	1730.42	0.0226	0.4402	61.66
1518	114614	1590.24	111500	1720.95	0.0221	0.4395	62.15
1519.65	114784	1590.63	111683	1740.08	0.0227	0.4388	62.21
1521.3	114950	1591.01	111892	1733.68	0.0228	0.4381	62.16
1522.95	115116	1591.37	112112	1714.87	0.0228	0.4375	61.95
1524.6	115281	1591.66	112332	1725.38	0.0231	0.4368	61.22
1526.25	115445	1591.89	112582	1716.42	0.0233	0.4362	60.99
1527.9	115607	1592.02	112805	1699.66	0.0249	0.4355	62.08
1529.55	115759	1592.05	112946	1698.45	0.0244	0.4349	62.68
1531.2	115915	1591.99	113110	1692.6	0.0251	0.4341	63.28
1532.85	116066	1591.91	113271	1700.46	0.0256	0.4334	63.64
1534.5	116215	1591.81	113441	1698.04	0.0255	0.4327	63.91
1536.15	116365	1591.71	113619	1699.65	0.0267	0.4319	64.4
1537.8	116508	1591.61	113783	1679.5	0.0274	0.4311	64.64
1539.45	116648	1591.52	113960	1686.43	0.0265	0.4302	64.64
1541.1	116793	1591.47	114135	1677.08	0.0274	0.4294	64.9
1542.75	116933	1591.43	114300	1675.74	0.0274	0.4286	64.81
1544.4	117074	1591.4	114476	1679.48	0.0271	0.4279	64.34
1546.05	117216	1591.39	114668	1677.7	0.0291	0.4271	65.07
1547.7	117349	1591.4	114811	1680.79	0.0283	0.4261	65.7
1549.35	117485	1591.43	114956	1679.16	0.0272	0.4251	65.03
1551	117628	1591.5	115156	1676.8	0.0288	0.4242	64.95
1552.65	117763	1591.6	115330	1676.85	0.0275	0.4232	65.31
1554.3	117905	1591.75	115485	1665.76	0.0279	0.4224	66
1555.95	118045	1591.93	115623	1671.47	0.0284	0.4215	66.41
1557.6	118182	1592.14	115765	1663.12	0.03	0.4207	65.23
1559.25	118313	1592.39	115971	1656.17	0.0291	0.4199	63.63
1560.9	118448	1592.68	116187	1650.43	0.0286	0.4189	62.63
1562.55	118586	1593.03	116379	1652.83	0.0283	0.418	64.09
1564.2	118725	1593.42	116474	1655.66	0.0292	0.4172	66.72
1565.85	118861	1593.84	116526	1662.42	0.0298	0.4163	66.93
1567.5	118994	1594.28	116664	1656.77	0.031	0.4152	66.84
1569.15	119122	1594.79	116818	1656.41	0.0293	0.4141	66.4
1570.8	119258	1595.34	116980	1657.72	0.029	0.413	66.14
1572.45	119395	1595.93	117137	1647.87	0.0302	0.4118	66.06
1574.1	119528	1596.51	117284	1651.78	0.0316	0.4111	66.61
1575.75	119655	1597.13	117404	1658.69	0.0302	0.4104	66.92
1577.4	119788	1597.79	117536	1651.91	0.03	0.4095	67.34
1579.05	119923	1598.5	117667	1659.79	0.03	0.4083	67.07
1580.7	120057	1599.24	117821	1657.6	0.0311	0.4069	66.48
1582.35	120188	1600	117990	1653.61	0.0313	0.4058	65.74
1584	120318	1600.77	118159	1651.32	0.0321	0.4047	65.08
1585.65	120445	1601.59	118318	1652.61	0.0314	0.4038	64.26
1587.3	120575	1602.47	118486	1655.38	0.0309	0.403	64.41
1588.95	120708	1603.37	118623	1654.27	0.0318	0.4024	65.27
1590.6	120836	1604.25	118736	1653.37	0.0329	0.4027	66.09
1592.25	120961	1605.14	118843	1652.26	0.0323	0.4026	66.51
1593.9	121088	1606.06	118963	1647.97	0.0317	0.4024	66.58
1595.55	121218	1607.04	119091	1656.92	0.0307	0.402	66.29
1597.2	121351	1608.03	119238	1657.14	0.0305	0.4022	65.89
1598.85	121486	1609.08	119387	1654.69	0.0308	0.4015	66.02
1600.5	121619	1610.08	119519	1649.2	0.033	0.4015	65.89
1602.15	121744	1611.13	119651	1655.71	0.032	0.4017	64.88
1603.8	121872	1612.29	119816	1660.04	0.0319	0.4007	65.05
1605.45	122001	1613.51	119950	1661.66	0.0326	0.4003	65.97
1607.1	122127	1614.77	120057	1658	0.0329	0.4004	66.14
1608.75	122253	1616.06	120182	1657.59	0.0332	0.4005	66.37
1610.4	122377	1617.38	120303	1655.49	0.0328	0.4007	67.1
1612.05	122502	1618.78	120407	1658.57	0.0317	0.4008	67.02
1613.7	122632	1620.15	120539	1661.46	0.0327	0.4008	67.08
1615.35	122758	1621.58	120668	1657.19	0.0319	0.4007	66.44
1617	122887	1623.03	120819	1655.58	0.0328	0.4002	66.53
1618.65	123013	1624.53	120944	1659.36	0.0325	0.4001	67.23
1620.3	123140	1626.05	121050	1665.04	0.0341	0.3995	67.56
1621.95	123261	1627.67	121171	1672.71	0.0341	0.3986	67.17
1623.6	123382	1629.38	121321	1672.68	0.0333	0.3986	66.85
1625.25	123507	1631.14	121466	1670.87	0.0331	0.3986	66.78
1626.9	123632	1632.8	121601	1664.95	0.0364	0.3982	67.35
1628.55	123746	1634.51	121712	1671.7	0.0361	0.3976	67.51
1630.2	123861	1636.29	121838	1673.85	0.0347	0.3974	67.46
1631.85	123980	1638.18	121969	1670.75	0.0318	0.3973	67.02
1633.5	124111	1640	122110	1669.54	0.0322	0.3972	66.88
1635.15	124240	1641.73	122240	1671.82	0.0322	0.3969	66.27
1636.8	124369	1643.3	122384	1678.08	0.0339	0.3964	66.22
1638.45	124492	1644.9	122514	1675.81	0.0317	0.396	65.8
1640.1	124624	1646.42	122659	1680.19	0.032	0.3954	65.55
1641.75	124754	1647.87	122796	1676.7	0.032	0.3952	65.33
1643.4	124884	1649.2	122931	1679.95	0.0333	0.3948	65.45
1645.05	125010	1650.49	123056	1674.5	0.0324	0.3943	65.16
1646.7	125139	1651.74	123192	1675.7	0.0319	0.3938	64.87
1648.35	125271	1653.01	123324	1680.51	0.0304	0.3931	64.48
1650	125409	1654.16	123462	1682.46	0.0322	0.3931	64.57
1651.65	125539	1655.22	123584	1672.12	0.0323	0.3932	64.49
1653.3	125669	1656.21	123704	1676.13	0.0318	0.3931	65.57
1654.95	125801	1657.09	123789	1684.33	0.0324	0.3928	67.11
1656.6	125930	1657.93	123864	1696.55	0.0298	0.3924	66.61
1658.25	126071	1658.58	124001	1695.86	0.0322	0.392	66.25
1659.9	126202	1659.08	124145	1696.43	0.0338	0.3915	65.63
1661.55	126327	1659.46	124296	1693.88	0.0355	0.3907	66.45
1663.2	126446	1659.76	124402	1696.57	0.0366	0.3899	67.95
1664.85	126561	1659.98	124485	1707.85	0.0367	0.3892	67.85
1666.5	126677	1660.16	124623	1710.71	0.035	0.3886	67.49
1668.15	126799	1660.31	124768	1706.56	0.0355	0.3881	67.38
1669.8	126918	1660.43	124904	1709.37	0.0342	0.3876	66.21
1671.45	127043	1660.57	125067	1717.63	0.0367	0.3869	66.1
1673.1	127159	1660.77	125205	1737.02	0.0359	0.386	66.68
1674.75	127278	1661.06	125326	1737.55	0.0356	0.3852	67.04
1676.4	127399	1661.49	125454	1746.38	0.039	0.3841	66.2
1678.05	127509	1662.08	125615	1760.88	0.0395	0.3831	65.97
1679.7	127618	1662.88	125759	1767.12	0.0393	0.3821	65.63
1681.35	127728	1663.94	125905	1799.31	0.0382	0.3813	65.34
1683	127841	1665.32	126057	1788.16	0.0383	0.3803	65.12
1684.65	127954	1666.98	126201	1771.72	0.0411	0.3793	64.08
1686.3	128060	1668.95	126359	1768.39	0.0412	0.3785	63.69
1687.95	128166	1671.24	126491	1771.35	0.0418	0.378	63.64
1689.6	128270	1673.92	126610	1782.94	0.0407	0.3776	63.32
1691.25	128378	1677.02	126739	1781.3	0.04	0.3772	63.84
1692.9	128487	1680.46	126847	1786.15	0.0398	0.3768	66.03
1694.55	128597	1684.31	126909	1794.17	0.0386	0.3763	66.11
1696.2	128711	1688.35	127034	1778.62	0.0396	0.3757	65.64
1697.85	128822	1692.6	127166	1775.21	0.0393	0.3753	65.06
1699.5	128934	1696.77	127302	1751.76	0.0414	0.3749	64.98
1701.15	129040	1701.46	127424	1745.98	0.0373	0.3743	64.76
1702.8	129158	1705.95	127543	1746.75	0.04	0.3738	65.7
1704.45	129268	1710.57	127631	1744.74	0.0396	0.3733	66.68
1706.1	129380	1715.31	127718	1747.76	0.039	0.373	66.83
1707.75	129493	1720.31	127829	1743.56	0.0372	0.3728	66.42
1709.4	129612	1725.11	127953	1731.77	0.0391	0.3726	66.38
1711.05	129726	1730.03	128061	1727.8	0.038	0.3727	67.16
1712.7	129842	1734.92	128148	1725.52	0.0375	0.3726	68.49
1714.35	129960	1739.7	128222	1727.08	0.0372	0.3725	69.07
1716	130079	1744.23	128314	1725.85	0.0373	0.3726	69.22
1717.65	130198	1748.62	128418	1720.67	0.0359	0.3725	68.24
1719.3	130322	1752.73	128552	1722.09	0.0347	0.3724	67.96
1720.95	130450	1756.38	128672	1722.38	0.0342	0.3729	68.28
1722.6	130579	1759.58	128774	1726.38	0.0332	0.3736	68.43
1724.25	130712	1762.33	128878	1723.77	0.0316	0.3742	68.14
1725.9	130851	1764.49	128992	1737.67	0.0321	0.375	67.35
1727.55	130988	1766.31	129122	1734.32	0.0316	0.3758	67.59
1729.2	131127	1768.13	129225	1740.71	0.0315	0.3767	68.33
1730.85	131266	1769.98	129313	1745.54	0.0311	0.3775	67.72
1732.5	131407	1772.08	129437	1753.34	0.0278	0.3784	66.66
1734.15	131564	1774.26	129578	1751.64	0.0277	0.3793	66.22
1735.8	131721	1776.6	129700	1758.94	0.0268	0.3802	66.27
1737.45	131883	1779.18	129810	1765.97	0.0254	0.3811	66.5
1739.1	132053	1781.73	129918	1772.05	0.0271	0.382	66.48
1740.75	132212	1784.53	130033	1776.3	0.0257	0.383	66.3
1742.4	132380	1787.72	130152	1788.16	0.025	0.3838	67.04
1744.05	132552	1791.43	130249	1798.89	0.0237	0.3845	67.08
1745.7	132733	1795.62	130369	1805.38	0.0232	0.3854	66.76
1747.35	132917	1800.22	130502	1814.21	0.0229	0.3864	66.61
1749	133104	1805.24	130632	1826.35	0.0223	0.3871	66.41
1750.65	133295	1810.13	130770	1829.54	0.0237	0.3877	66.46
1752.3	133474	1815.55	130903	1840.67	0.0214	0.3882	65.85
1753.95	133673	1820.73	131059	1851.57	0.0219	0.3885	65.76
1755.6	133867	1825.88	131199	1863.11	0.0209	0.3886	64.89
1757.25	134070	1830.82	131367	1903.31	0.0203	0.388	63.87
1758.9	134279	1835.48	131561	1935.92	0.0199	0.3874	62.81
1760.55	134493	1839.87	131762	1973.56	0.0193	0.3866	61.85
1762.2	134715	1844.2	131970	1967.32	0.018	0.3858	60.85
1763.85	134952	1848.73	132176	2009.89	0.0168	0.3852	60.34
1765.5	135207	1853.8	132365	2040.5	0.0167	0.3846	60.22
1767.15	135463	1859.83	132546	2083	0.0169	0.3838	60.62
1768.8	135717	1867.28	132715	2118.78	0.0159	0.383	60.22
1770.45	135989	1876.58	132921	2145.49	0.0146	0.3823	59.47
1772.1	136285	1886.91	133147	2116.58	0.015	0.3815	59.03
1773.75	136572	1898.05	133358	2181.89	0.0147	0.3808	58.52
1775.4	136867	1908.95	133573	2159.34	0.0148	0.38	58.17
1777.05	137160	1919.41	133791	2187.45	0.0144	0.3791	58.03
1778.7	137463	1929.16	134003	2213.57	0.0142	0.3783	58.01
1780.35	137771	1938.45	134217	2252.97	0.0137	0.3775	56.37
1782	138089	1947.76	134516	2314.05	0.0134	0.3766	55.16
1783.65	138416	1956.7	134812	2407.82	0.0124	0.3758	55.38
1785.3	138770	1964.2	135050	2432.3	0.0124	0.375	55.92
1786.95	139124	1970.19	135282	2402.86	0.0126	0.3742	55
1788.6	139474	1975.47	135597	2452.71	0.0123	0.3735	54.4
1790.25	139835	1980.79	135904	2558.5	0.0123	0.3726	54.43
1791.9	140195	1985.79	136199	2529.39	0.0124	0.3717	52.56
1793.55	140552	1989.85	136619	2519.74	0.0119	0.3708	51.86
1795.2	140926	1992.72	136969	2563.15	0.0119	0.3699	51.92
1796.85	141301	1994.67	137269	2573.96	0.0119	0.3689	51.92
1798.5	141677	1996.5	137584	2599.91	0.0126	0.368	52.06
1800.15	142031	1998.9	137894	2630.09	0.0124	0.367	51.98
1801.8	142395	2003.93	138232	2731.89	0.0118	0.3663	51.87
1803.45	142776	2015	138589	2741.61	0.0129	0.3653	52.13
1805.1	143127	2035.05	138932	2729.25	0.0122	0.3647	52.35
1806.75	143497	2063.3	139274	2779.88	0.0129	0.3639	52.56
1808.4	143849	2102.32	139621	2760.63	0.0124	0.3631	51.42
1810.05	144215	2150.65	140081	2749.24	0.0125	0.3624	51.65
1811.7	144578	2203.81	140429	2813.61	0.0133	0.3619	52.61
1813.35	144920	2263.72	140724	2806.02	0.0132	0.3612	52.78
1815	145267	2329.83	141093	2818.53	0.0132	0.3605	53.01
1816.65	145614	2400.07	141459	2766.79	0.0136	0.36	53.45
1818.3	145952	2479.91	141797	2818.71	0.0129	0.3591	53.07
1819.95	146308	2559.75	142195	2879.3	0.0133	0.3585	53.05
1821.6	146653	2635.37	142576	2729.58	0.0137	0.3577	53.01
1823.25	146991	2700.05	142954	2764.57	0.0149	0.3573	53.22
1824.9	147300	2763.46	143303	2720.05	0.0143	0.3566	52.98
1826.55	147624	2826.46	143690	2830.86	0.0139	0.3559	52.92
1828.2	147958	2890.25	144063	2879.64	0.0131	0.3557	52.79
1829.85	148311	2946.9	144440	2852.69	0.014	0.3552	53.39
1831.5	148642	2996.92	144752	2873.13	0.0146	0.3548	53.38
1833.15	148961	3044.18	145101	2900.97	0.0145	0.3541	52.46
1834.8	149283	3090.77	145524	2930.07	0.014	0.3537	51.96
1836.45	149618	3135.79	145905	3063.31	0.0139	0.3533	51.98
1838.1	149954	3177.54	146261	3076.43	0.0141	0.3527	51.6
1839.75	150287	3212.9	146643	3074.19	0.0152	0.3522	51.47
1841.4	150595	3243.84	146996	3116.57	0.0156	0.3519	50.5
1843.05	150896	3272.39	147375	3132.25	0.0155	0.3511	52.31
1844.7	151200	3299.82	147582	3208.91	0.0149	0.3507	51.94
1846.35	151515	3325.83	147944	3340.45	0.0148	0.3501	52.97
1848	151833	3350.13	148227	3341.94	0.0149	0.3494	52.43
1849.65	152150	3372.64	148608	3390.55	0.0148	0.3488	50.88
1851.3	152470	3393.24	149039	3458.27	0.0146	0.3484	51.43
1852.95	152795	3411.81	149330	3469.32	0.0145	0.3478	52.94
1854.6	153123	3427.9	149564	3509.45	0.0149	0.3469	52.91
1856.25	153443	3441.67	149912	3503.75	0.0149	0.3463	51.84
1857.9	153762	3453.3	150324	3523.13	0.0149	0.3456	52.02
1859.55	154082	3463.23	150626	3561.15	0.0139	0.345	52.01
1861.2	154426	3471.09	150934	3586.6	0.0143	0.3444	53.32
1862.85	154762	3476.94	151161	3658.96	0.0131	0.3437	54.05
1864.5	155130	3480.81	151433	3700.12	0.0138	0.3431	54.03
1866.15	155479	3482.23	151759	3715.48	0.0128	0.3426	53.28
1867.8	155855	3481.45	152131	3736.39	0.0129	0.342	53.08
1869.45	156230	3478.59	152470	3786.04	0.0131	0.3415	53.15
1871.1	156600	3473.81	152795	3782.62	0.0134	0.3409	53.06
1872.75	156961	3465.2	153135	3802.2	0.012	0.3403	52.73
1874.4	157365	3455.47	153482	3819.83	0.0124	0.3398	52.77
1876.05	157756	3444.83	153805	3884.23	0.0128	0.3392	53.27
1877.7	158135	3432.52	154098	3842.13	0.0128	0.3386	52.71
1879.35	158517	3419.15	154488	3894.12	0.0132	0.338	52.22
1881	158888	3403.95	154874	3827.95	0.0132	0.3373	52.01
1882.65	159259	3390.18	155258	3834.96	0.0152	0.3367	51.74
1884.3	159580	3374	155646	3777.73	0.0148	0.336	51.01
1885.95	159913	3357.33	156085	3729.49	0.0157	0.3354	51.18
1887.6	160226	3339.35	156451	3682.53	0.0163	0.3348	50.34
