#depth	age	sigma_age	air_age	sigma_air_age	accu	sigma_accu	thinning	sigma_thinning	LID	sigma_LID	Ddepth	sigma_Ddepth	accu_model	sigma_accu_model	thinning_model	sigma_thinning_model	LID_model	sigma_LID_model	icelayerthick	sigma_icelayerthick	airlayerthick	sigma_airlayerthick
2.790700000000000273e+03	4.397306345698105288e+05	2.725111683671371793e+03	4.354583477731179446e+05	3.313578287146413913e+03	1.229321413086214773e-02	1.943389293544394531e-03	7.798274660933261770e-02	9.389590223780521633e-03	7.426254009192170713e+01	2.508629302798962257e+01	4.067421662354718137e+00	1.456038654582269443e+00	1.496999999999976474e-02	3.643450590007410450e-01	8.588700000000000501e-02	4.884044955198885152e-01	7.310442857142859907e+01	4.432420078682574593e-01	9.586586025812900234e-04	8.785195328321311961e-05	1.710625100981969871e-03	2.757191980797944362e-04
2.791250000000000000e+03	4.403043528867575806e+05	2.701704439576619279e+03	4.360429293973592576e+05	3.340689892813272763e+03	1.185677313363957958e-02	1.922744253124322603e-03	7.794534557642331107e-02	9.372688563861975020e-03	7.412454477487278837e+01	2.570867416783459447e+01	4.057048829678024049e+00	1.487485859838912683e+00	1.451999999999972757e-02	3.725755552334444887e-01	8.571199999999999652e-02	4.887378429873353580e-01	7.294842857142859316e+01	4.492215612468624109e-01	9.241802793227885636e-04	8.770413734889682218e-05	1.681206052136143252e-03	1.793885544419497873e-04
2.791800000000000182e+03	4.408994748692383291e+05	2.675480881522360505e+03	4.366377404847505968e+05	3.330189679336011068e+03	1.111421284120092320e-02	1.850916774327698725e-03	7.792494303173370940e-02	9.358873996037865226e-03	7.377573022328914476e+01	2.629772648140008329e+01	4.034971134258285019e+00	1.516969355433589683e+00	1.369000000000267919e-02	3.812016852870098171e-01	8.555599999999999317e-02	4.890711904547824784e-01	7.258442857142860305e+01	4.553990183078839848e-01	8.660744024931451386e-04	8.539904052619760508e-05	1.822679210391302479e-03	3.203480412953325267e-04
2.792350000000000364e+03	4.415345242349936161e+05	2.645468315833155430e+03	4.371863833804937894e+05	3.277230666232979274e+03	1.074723900748434345e-02	1.841482941281117908e-03	7.787509551891608206e-02	9.342567496151751166e-03	7.368060416919747979e+01	2.703997139285575102e+01	4.026958342275520408e+00	1.554235639972988636e+00	1.332000000000489043e-02	3.902229648119596161e-01	8.536799999999999944e-02	4.894045379222293213e-01	7.246885714285710378e+01	4.619629501193944221e-01	8.369422642724640713e-04	8.609695803704956428e-05	1.762365579573836084e-03	6.098431312657773230e-04
2.792900000000000091e+03	4.421916782866865979e+05	2.612291696102701735e+03	4.377538025423238869e+05	3.362728611120483947e+03	1.124830766521587276e-02	1.984872377760204133e-03	7.785779393699047979e-02	9.331211544893951854e-03	7.362865437326153994e+01	2.784219842975151593e+01	4.021372685561345861e+00	1.594703554959612912e+00	1.402999999999680024e-02	3.991538528914652106e-01	8.521600000000000008e-02	4.897378853896764417e-01	7.239514285714290054e+01	4.687240701957458566e-01	8.757684203382478999e-04	9.421786947429113164e-05	1.643535919497814048e-03	3.209526478980599630e-04
2.793450000000000273e+03	4.428196981915237266e+05	2.578607331200932549e+03	4.383622468045615824e+05	3.401622588593568707e+03	1.133185734201060113e-02	2.056325223222647304e-03	7.786129535052410677e-02	9.323391584646388910e-03	7.339837807322618346e+01	2.855305067072415781e+01	4.006355152270316466e+00	1.630031170410888075e+00	1.421999999999387296e-02	4.078091928446432313e-01	8.508699999999999597e-02	4.900712328571235621e-01	7.214728571428570092e+01	4.751544876097210657e-01	8.823130913762925126e-04	9.912207513652978739e-05	1.648428704176218814e-03	1.876981117430734575e-04
2.794000000000000000e+03	4.434430596777981846e+05	2.543481309189748572e+03	4.389688851125857909e+05	3.370316147120619462e+03	1.109795109869909750e-02	2.070124193895309973e-03	7.787561603208247030e-02	9.317911290146023429e-03	7.306259284887892136e+01	2.922411654831375927e+01	3.986055514208146633e+00	1.663271472189395306e+00	1.400999999999562665e-02	4.164833696202123736e-01	8.497000000000000386e-02	4.904045803245704049e-01	7.179614285714289679e+01	4.815086041040673170e-01	8.642597785051186945e-04	1.013561747057285182e-04	1.600907961930872134e-03	4.386975815122767992e-04
2.794550000000000182e+03	4.440794424109522370e+05	2.506127961665449675e+03	4.395935306411106721e+05	3.442244166952087653e+03	1.110944340247237497e-02	2.130772724294844982e-03	7.789713517138634191e-02	9.314333861444222540e-03	7.283194756062574982e+01	2.995983011427217946e+01	3.971961061763522594e+00	1.700477449600421354e+00	1.411000000000149635e-02	4.252026289628078048e-01	8.486100000000000587e-02	4.907379277920175253e-01	7.154814285714290634e+01	4.879668448035404671e-01	8.653938144012568272e-04	1.059981392676845671e-04	1.695808962059534939e-03	3.417328759119862532e-04
2.795100000000000364e+03	4.447149912106402917e+05	2.467520445971726531e+03	4.401832197053703130e+05	3.361126843596595336e+03	1.154338717283206160e-02	2.275662265225366753e-03	7.790841862411188035e-02	9.310581032895566544e-03	7.273878622987595577e+01	3.075804287005641413e+01	3.966125366395317542e+00	1.740148715963750758e+00	1.474999999999958636e-02	4.337137532735876322e-01	8.474099999999999688e-02	4.910712752594643682e-01	7.143542857142860214e+01	4.943875513578880887e-01	8.993270402012035897e-04	1.149732344732524308e-04	1.708473581758502332e-03	3.843513357186168671e-04
2.795650000000000091e+03	4.453265596116934321e+05	2.429347900161725647e+03	4.407685375064045656e+05	3.406925716542478312e+03	1.122777834989710857e-02	2.271921286252894748e-03	7.789284407846204517e-02	9.304667365214172245e-03	7.283410476073909479e+01	3.161321629409398426e+01	3.971009728557419294e+00	1.784435935284084396e+00	1.442999999999444380e-02	4.421419966460049533e-01	8.459200000000000053e-02	4.914046227269114886e-01	7.150871428571430499e+01	5.005383622641755847e-01	8.745635883560673928e-04	1.164321715606183314e-04	1.678358328657203252e-03	5.761427131446931202e-04
